_id,Tenancy__r:Contract:PMS_Reference__c,ownerid,accountid,recordtypeid,unit__c,status,tenancy_status__c,startdate,tenancy_end_date__c,agreement_type__c,document_type__c,memorandum_of_agreement_date__c,actual_move_out_date__c,uplift_percentage__c,security_deposit_amount__c,break_clause__c,special_clauses__c,special_clause_free_text__c,vehicle_make__c,vehicle_model__c,vehicle_registration__c,opportunity__c,pms_reference__c
8008d000000YbdEAAS,222659044002,0054J000004vXOiQAM,0018d000006XpjqAAC,012Pv0000021hzSIAQ,a1G4J0000025ydHUAQ,Draft,Ended,2023-03-30,2024-03-29,AST,AST,,,6.0,1265,2 at 10 to expire at 12,,,,,,0068d00000BIOKbAAP,222659044002
8008d000000YbfyAAC,122486107007,0058d0000034SvqAAE,0018d00000Q0r1HAAR,012Pv0000021hzSIAQ,a1G4J0000025wvFUAQ,Draft,Ended,2023-03-09,2024-03-08,Licence,Parking Licence,,,6.0,0,No Break,,,,,,0068d00000BJzHDAA1,122486107007
8008d000000YbhpAAC,222521042003,0054J000004vXOaQAM,0018d000006XqzMAAS,012Pv0000021hzSIAQ,a1G4J0000025xxvUAA,Draft,Ended,2023-03-10,2024-03-09,AST,AST,,,6.0,925,2 at 4 to expire at 6,,,,,,0068d00000CqAFEAA3,222521042003
8008d000000YcJQAA0,418611006002,0058d000004GKjUAAW,0014J00000VvUaSQAV,012Pv0000021hzSIAQ,a1G4J0000025zntUAA,Draft,Ended,2023-04-15,2024-04-14,AST,AST,,,6.0,1938.46,2 at 10 to expire at 12,,,,,,0068d00000CqVgZAAV,418611006002
8008d000000YcJkAAK,222708113002,0058d000004EqA5AAK,0018d00000QK2lOAAT,012Pv0000021hzSIAQ,a1G8d0000005rW7EAI,Draft,Ended,2023-03-13,2024-03-12,AST,AST,,,8.0,1310,No Break,,,,,,0068d00000BK77TAAT,222708113002
8008d000000YbiiAAC,222683052002,0058d000004EqA5AAK,0018d00000RFjPxAAL,012Pv0000021hzSIAQ,a1G8d0000004XfBEAU,Draft,Ended,2023-03-27,2024-03-26,AST,AST,,,6.0,1280,No Break,,,,,,0068d00000BLFB8AAP,222683052002
8008d000000YbioAAC,418576120006,0054J000004vXPBQA2,0018d00000RGNLxAAP,012Pv0000021hzSIAQ,a1G4J0000025ztrUAA,Draft,Ended,2023-03-17,2024-03-16,Licence,Parking Licence,,,6.0,0,No Break,,,,,,0068d00000Cq7HrAAJ,418576120006
8008d000000YcwoAAC,222579117003,0058d0000020feeAAA,0018d00000RH1EGAA1,012Pv0000021hzSIAQ,a1G4J0000025z66UAA,Draft,Ended,2023-04-03,2024-04-02,AST,AST,,,6.0,1300,No Break,,,,,,0068d00000CqQUBAA3,222579117003
8008d000000YbkjAAC,222630211002,0058d000004GKjUAAW,0018d000006VXHbAAO,012Pv0000021hzSIAQ,a1G4J0000025zTqUAI,Draft,Ended,2023-04-19,2024-04-18,AST,AST,,,6.0,695,2 at 4 to expire at 6,,"Change Of Sharer Clause 

1. Sultan Hamad shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Ezdehar Soliman shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3.  Ezdehar Soliman s shall reimburse  Sultan Hamad the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5.  Ezdehar Soliman s shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 19/04/2023",,,,0068d00000BKxejAAD,222630211002
8008d000000YfKdAAK,222487011002,0058d0000034SvqAAE,0014J00000VvT37QAF,012Pv0000021hzSIAQ,a1G4J0000025xzzUAA,Draft,Ended,2023-05-13,2024-05-12,AST,AST,,,6.0,570,2 at 4 to expire at 6,,,,,,0068d00000CqZqSAAV,222487011002
8008d000000YbmLAAS,222666185003,0058d000004GKjUAAW,0018d000003WT5HAAW,012Pv0000021hzSIAQ,a1G4J000004jytLUAQ,Draft,Ended,2023-04-05,2024-04-04,AST,AST,,,6.0,1310,No Break,,,,,,0068d00000BKttIAAT,222666185003
8008d000000YbmfAAC,222581029002,0058d000004GKjUAAW,0018d0000086vJUAAY,012Pv0000021hzSIAQ,a1G4J0000025xyfUAA,Draft,Ended,2023-04-30,2024-04-29,AST,AST,,,6.0,1130,No Break,,,,,,0068d00000BL53gAAD,222581029002
8008d000000YbmpAAC,222666074001,0058d000004GKjUAAW,0018d000003W0BFAA0,012Pv0000021hzSIAQ,a1G4J000004jykxUAA,Draft,Ended,2023-04-21,2024-04-20,AST,AST,,,6.0,955,2 at 10 to expire at 12,,,,,,0068d00000BLE0yAAH,222666074001
8008d000000YbnJAAS,222708040002,0054J000004vXOqQAM,0018d00000RF2dCAAT,012Pv0000021hzSIAQ,a1G8d0000005rS0EAI,Draft,Ended,2023-03-16,2024-06-15,AST,AST,,,0.0,1640,No Break,,,,,,0068d00000BKuCGAA1,222708040002
8008d000000YbnOAAS,900002085002,0054J000004vXPBQA2,0018d00000TKBtcAAH,012Pv0000021hzSIAQ,a1G4J00000260F4UAI,Draft,Ended,2023-03-20,2024-03-19,AST,AST,,,6.0,1845,No Break,,,,,,0068d00000Cqv61AAB,900002085002
8008d000000YboRAAS,222487021004,0054J000004vXOiQAM,0014J00000VvT0tQAF,012Pv0000021hzSIAQ,a1G4J0000025xsOUAQ,Draft,Ended,2023-05-01,2024-04-30,AST,AST,,,6.0,595,2 at 4 to expire at 6,,,,,,0068d00000BL5lDAAT,222487021004
8008d000000Ye7zAAC,418620006004,0058d000004GKjUAAW,0018d0000095kBqAAI,012Pv0000021hzSIAQ,a1G4J0000025ztQUAQ,Draft,Ended,2023-06-01,2024-05-31,AST,AST,,,6.0,1825,2 at 10 to expire at 12,,,,,,0068d00000CqffKAAR,418620006004
8008d000000Ye8OAAS,418616003002,0058d000004GKjUAAW,0014J00000Xv6XYQAZ,012Pv0000021hzSIAQ,a1G4J0000025zTTUAY,Draft,Ended,2023-05-04,2024-05-03,AST,AST,,,6.0,1699.62,2 at 10 to expire at 12,,,,,,0068d00000CqBSdAAN,418616003002
8008d000000YcUYAA0,122601013007,0058d0000034SvqAAE,0018d0000087YHGAA2,012Pv0000021hzSIAQ,a1G4J0000025wqQUAQ,Draft,Ended,2023-03-08,2023-06-07,AST,AST,,,6.0,750,Check Contract,,"Change Of Sharer Clause 


2. Edward Ssebulime shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Edward Ssebulime shall reimburse Wiktoria Weglorz  the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Edward Ssebulime shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 8/06/2022",,,,0068d00000CrbDhAAJ,122601013007
8008d000000YcUxAAK,222624058004,0054J000004vXOaQAM,0018d00000EiWouAAF,012Pv0000021hzSIAQ,a1G4J0000025yGEUAY,Draft,Ended,2023-05-06,2024-05-05,AST,AST,,,6.0,1425,No Break,,,,,,0068d00000CqzlMAAR,222624058004
8008d000000YbpjAAC,122617001002,0054J000004vXOiQAM,0018d000006WqSJAA0,012Pv0000021hzSIAQ,a1G4J0000025wpNUAQ,Draft,Ended,2023-03-07,2024-03-06,AST,AST,,,6.0,1200,2 at 10 to expire at 12,,"Change of sharer
a. Sophia Lenik shall cease to be a Tenant of the property and shall have no claim on the deposit monies held as detailed in Clause 2.7 or B.6 of this Tenancy Agreement which deposit shall continue to be held by Grainger Residential Management Ltd.  
B Gabrielle Langridge-Jeffery will become a Tenant of the property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within this Tenancy Agreement.
c. Gabrielle Langridge-Jeffery shall reimburse Sophia Lenik a proportion of the deposit monies detailed in Clause 2.7 or B.6 of this Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the commencement of the Tenancy the commencement of this Assignment. 
d. Gabrielle Langridge-Jeffery shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created.
e. GRML will not be involved in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant. These matters and the exchange of funds will be resolved between the two parties named in points 1A and 1B above.",,,,0068d00000BIGh3AAH,122617001002
8008d000000Ybu5AAC,317665020008,0054J000004vXOnQAM,0018d00000C6KVeAAN,012Pv0000021hzSIAQ,a1G4J0000025y6eUAA,Draft,Ended,2023-03-09,2023-09-08,AST,AST,,,6.0,2400,Renewal 1 month,,,,,,0068d00000CrCjEAAV,317665020008
8008d000000YbueAAC,418645116002,0058d000004GKjUAAW,0018d0000086wybAAA,012Pv0000021hzSIAQ,a1G4J000002609EUAQ,Draft,Ended,2023-04-14,2024-04-13,AST,AST,,,6.0,2190,2 at 4 to expire at 6,,,,,,0068d00000BKuGmAAL,418645116002
8008d000000YbujAAC,418574017003,0058d000004GKjUAAW,0018d000006Yf3EAAS,012Pv0000021hzSIAQ,a1G4J0000025zoKUAQ,Draft,Ended,2023-04-15,2024-04-14,AST,AST,,,6.0,1795,2 at 4 to expire at 6,,,,,,0068d00000CqVgyAAF,418574017003
8008d000000YbuyAAC,222639111004,0058d000004GKjUAAW,0018d0000087j3dAAA,012Pv0000021hzSIAQ,a1G4J0000025z3WUAQ,Draft,Ended,2023-04-21,2024-04-20,AST,AST,,,6.0,1145,2 at 4 to expire at 6,,,,,,0068d00000BKxmUAAT,222639111004
8008d000000YbuzAAC,900002116001,0058d000004GKjUAAW,0018d000003WTCcAAO,012Pv0000021hzSIAQ,a1G4J00000260T3UAI,Draft,Ended,2023-04-04,2024-04-03,AST,AST,,,6.0,1650,2 at 4 to expire at 6,,,,,,0068d00000BLODyAAP,900002116001
8008d000000Ybw6AAC,418603002001,0058d000004GKjUAAW,0014J00000VvURaQAN,012Pv0000021hzSIAQ,a1G4J0000025zkdUAA,Draft,Ended,2023-04-10,2024-04-09,AST,AST,,,6.0,1326.92,2 at 10 to expire at 12,,,,,,0068d00000BL5vPAAT,418603002001
8008d000000YczOAAS,418618005003,0058d000004DOMXAA4,0018d00000TKldgAAD,012Pv0000021hzSIAQ,a1G4J0000025zwtUAA,Draft,Ended,2023-04-12,2024-04-11,AST,AST,,,6.0,1550,No Break,,,,,,0068d00000Cr5ipAAB,418618005003
8008d000000YbxTAAS,222624046001,0054J000004vXOnQAM,0014J00000VvT46QAF,012Pv0000021hzSIAQ,a1G4J0000025yPtUAI,Draft,Ended,2023-03-09,2024-03-08,AST,AST,,,6.0,1625,2 at 10 to expire at 12,,"Change Of Sharer Clause 

1. Xinni Yuan and Jiahe Lu shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2.  Junlei An and Yigong Hu shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Junlei An and Yigong Hu shall reimburse Xinni Yuan and Jiahe Lu the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Junlei An and Yigong Hu shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 9th September 2019.",,,,0068d00000BIFoYAAX,222624046001
8008d000000YbzeAAC,317676005004,0058d000004DOMXAA4,0018d00000R7n8iAAB,012Pv0000021hzSIAQ,a1G4J0000025yVcUAI,Draft,Ended,2023-04-07,2024-04-06,AST,AST,,,6.0,2300,2 at 4 to expire at 6,,,,,,0068d00000BKl0RAAT,317676005004
8008d000000Yc08AAC,122486030003,0058d000004GKjUAAW,0018d0000086zblAAA,012Pv0000021hzSIAQ,a1G4J0000025w7VUAQ,Draft,Ended,2023-04-14,2024-04-13,AST,AST,,,6.0,1515,2 at 10 to expire at 12,,,,,,0068d00000BKuHBAA1,122486030003
8008d000000Ye8dAAC,222639047003,0058d000004GKjUAAW,0018d0000094wjFAAQ,012Pv0000021hzSIAQ,a1G4J0000025yLSUAY,Draft,Ended,2023-05-16,2024-05-15,AST,AST,,,6.0,1475,2 at 10 to expire at 12,,,,,,0068d00000CquAFAAZ,222639047003
8008d000000YeAZAA0,418576080002,0058d000004GKjUAAW,0014J00000Wg96KQAR,012Pv0000021hzSIAQ,a1G4J0000025ztiUAA,Draft,Ended,2023-04-02,2024-04-01,Live Work,Live Work Agreement;Simple Declaration,,,6.0,0,Live Work,,,,,,0068d00000BKok4AAD,418576080002
8008d000000YeCuAAK,222521047005,0058d000004GKjUAAW,0014J00000WsFQLQA3,012Pv0000021hzSIAQ,a1G4J0000025xqLUAQ,Draft,Ended,2023-05-14,2024-05-13,AST,AST,,,6.0,855,2 at 10 to expire at 12,,,,,,0068d00000CqaklAAB,222521047005
8008d000000YeD4AAK,418576064002,0054J000004vXOqQAM,0018d00000V4kKHAAZ,012Pv0000021hzSIAQ,a1G4J0000025zq5UAA,Draft,Ended,2023-03-30,2024-03-29,Live Work,Live Work Agreement,,,6.0,2500,2 at 4 to expire at 6,,,,,,0068d00000Cs6ibAAB,418576064002
8008d000000Yc0cAAC,222522024002,0054J000004vXOiQAM,0018d00000G1wYEAAZ,012Pv0000021hzSIAQ,a1G4J0000025yC7UAI,Draft,Ended,2023-04-24,2024-04-23,AST,AST,,,6.0,935,2 at 4 to expire at 6,,"Change of sharer
a. Ria Hubbard shall cease to be a Tenant of the property and shall have no claim on the deposit monies held as detailed in Clause 2.7 or B.6 of this Tenancy Agreement which deposit shall continue to be held by Grainger Residential Management Ltd.  
B Hannah O’Sullivan will become a Tenant of the property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within this Tenancy Agreement.
c. Hannah O’Sullivan shall reimburse Ria Hubbard a proportion of the deposit monies detailed in Clause 2.7 or B.6 of this Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the commencement of the Tenancy the commencement of this Assignment. 
d. Hannah O’Sullivan shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created.
e. GRML will not be involved in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant. These matters and the exchange of funds will be resolved between the two parties named in points 1A and 1B above.",,,,0068d00000CqUu7AAF,222522024002
8008d000000YcAYAA0,217371008004,0058d000004GKjUAAW,0018d000006Xp5EAAS,012Pv0000021hzSIAQ,a1G4J0000025yHtUAI,Draft,Ended,2023-04-06,2024-04-05,AST,AST,,,6.0,805,2 at 4 to expire at 6,,,,,,0068d00000BLInYAAX,217371008004
8008d000000YcBgAAK,127536014002,0054J000004vXPBQA2,0018d000003SipjAAC,012Pv0000021hzSIAQ,a1G4J0000025xcbUAA,Draft,Ended,2023-03-13,2024-03-12,AST,AST,,,6.0,0,2 at 10 to expire at 12,,The landlord agrees that the tenant/s does not have to pay a security deposit.,,,,0068d00000CqZGfAAN,127536014002
8008d000000YcEVAA0,222708104001,0054J000004vXOqQAM,0018d00000TKaPOAA1,012Pv0000021hzSIAQ,a1G8d0000005rVTEAY,Draft,Ended,2023-03-03,2024-03-02,AST,AST,,,8.0,1265,No Break,,,,,,0068d00000Cr02cAAB,222708104001
8008d000000YcMPAA0,222623056003,0054J000004vXOnQAM,0018d00000C6LFTAA3,012Pv0000021hzSIAQ,a1G4J0000025ykjUAA,Draft,Ended,2023-03-11,2023-07-10,AST,AST,,,6.0,1660,Check Contract,,"Change Of Sharer Clause 

1. Florescu Valeriu-Andrei shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Charlie Walford shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Charlie Walford shall reimburse Florescu Valeriu-Andrei the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Charlie Walford shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 11th July 2022.",,,,0068d00000CqhxAAAR,222623056003
8008d000000YcO1AAK,222630066003,0058d000004EqA5AAK,0018d00000TK9saAAD,012Pv0000021hzSIAQ,a1G4J0000025z7lUAA,Draft,Ended,2023-04-07,2024-04-06,AST,AST,,,6.0,960,No Break,,,,,,0068d00000CqtWyAAJ,222630066003
8008d000000YfKsAAK,418645129003,0058d000004GKjUAAW,0018d0000086jriAAA,012Pv0000021hzSIAQ,a1G4J000002600NUAQ,Draft,Ended,2023-05-06,2024-05-05,AST,AST,,,6.0,1750,2 at 4 to expire at 6,,,,,,0068d00000CqBc2AAF,418645129003
8008d000000Yd6LAAS,108899001003,0054J000004vXOiQAM,0014J00000VvNsaQAF,012Pv0000021hzSIAQ,a1G4J0000025uyXUAQ,Draft,Ended,2023-04-01,2024-03-31,AST,AST,,,6.0,498.33,2 at 4 to expire at 6,,,,,,0068d00000CrpUVAAZ,108899001003
8008d000000Yd7EAAS,222708248001,0054J000004vXOqQAM,0018d00000TL9FzAAL,012Pv0000021hzSIAQ,a1G8d0000005rMqEAI,Draft,Ended,2023-03-30,2024-03-29,AST,AST,,,8.0,1715,No Break,,,,,,0068d00000CrLljAAF,222708248001
8008d000000Yd87AAC,222581036002,0058d0000020feeAAA,0018d00000RFFqKAAX,012Pv0000021hzSIAQ,a1G4J0000025y4aUAA,Draft,Ended,2023-04-03,2024-04-02,AST,AST,,,6.0,1410,2 at 4 to expire at 6,,,,,,0068d00000BKy27AAD,222581036002
8008d000000YdA3AAK,222488060006,0058d0000034SvqAAE,0014J00000WgFWqQAN,012Pv0000021hzSIAQ,a1G4J0000025y3OUAQ,Draft,Ended,2023-04-10,2024-04-09,AST,AST,,,6.0,810,2 at 4 to expire at 6,,,,,,0068d00000BKl3aAAD,222488060006
8008d000000YfLRAA0,222683024002,0058d000004GKjUAAW,0018d0000095g8iAAA,012Pv0000021hzSIAQ,a1G8d0000004XdAEAU,Draft,Ended,2023-06-01,2024-05-31,AST,AST,,,6.0,850,2 at 10 to expire at 12,,,,,,0068d00000CqltoAAB,222683024002
8008d000000YdEFAA0,222520012002,0058d0000034SvqAAE,0014J00000VvTAQQA3,012Pv0000021hzSIAQ,a1G4J0000025xyVUAQ,Draft,Ended,2023-04-05,2024-04-04,AST,AST,,,6.0,740,2 at 4 to expire at 6,,,,,,0068d00000BLId4AAH,222520012002
8008d000000YcOBAA0,418636015002,0054J000004vXOnQAM,0014J00000VvVF2QAN,012Pv0000021hzSIAQ,a1G4J000002602mUAA,Draft,Ended,2023-03-28,2024-03-27,AST,AST,,,6.0,2250,2 at 4 to expire at 6,,"Change Of Sharer Clause 

1. Ms Veronica Fiorindo shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Chika Rachael Nwaorgu shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Chika Rachael Nwaorgu shall reimburse Ms Veronica Fiorindo the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Chika Rachael Nwaorgu shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 28th August 2020.",,,,0068d00000BJqznAAD,418636015002
8008d000000YeDEAA0,900002032003,0058d000004GKjUAAW,0018d000006YOHAAA4,012Pv0000021hzSIAQ,a1G4J00000260QYUAY,Draft,Ended,2023-04-29,2024-04-28,AST,AST,,,6.0,2054,2 at 10 to expire at 12,,,,,,0068d00000BKxyeAAD,900002032003
8008d000000YeEqAAK,222490006001,0058d000004GKjUAAW,0014J00000VvRxtQAF,012Pv0000021hzSIAQ,a1G4J0000025xQ3UAI,Draft,Ended,2023-05-01,2024-04-30,AST,AST,,,6.0,600,No Break,,,,,,0068d00000BL5lgAAD,222490006001
8008d000000YcOpAAK,317678016008,0054J000004vXOnQAM,0018d000006YommAAC,012Pv0000021hzSIAQ,a1G4J0000025ydZUAQ,Draft,Ended,2023-04-01,2024-03-31,AST,AST,,,6.0,2151.92,2 at 4 to expire at 6,,"Change Of Sharer Clause 

1. Claas-Frederic Butenschoen and Natalia Raciborska shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Mavetjiua Haimbodi shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Mavetjiua Haimbodi shall reimburse Claas-Frederic Butenschoen and Natalia Raciborska the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Mavetjiua Haimbodi shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 28th June 2013.",,,,0068d00000BJrk9AAD,317678016008
8008d000000YcPnAAK,222629017004,0058d000004GKjUAAW,0014J00000VvSwhQAF,012Pv0000021hzSIAQ,a1G4J0000025xugUAA,Draft,Ended,2023-03-04,2024-03-03,Licence,Parking Licence,,,6.0,0,Check Contract,,,,,,0068d00000BK0CeAAL,222629017004
8008d000000YcR0AAK,317675004002,0058d000004GKjUAAW,0018d0000087Ug0AAE,012Pv0000021hzSIAQ,a1G4J0000025yODUAY,Draft,Ended,2023-04-22,2024-04-21,AST,AST,,,6.0,1450,2 at 10 to expire at 12,,,,,,0068d00000CqWczAAF,317675004002
8008d000000YcRUAA0,418577018001,0058d000004GKjUAAW,0018d000003W5OkAAK,012Pv0000021hzSIAQ,a1G4J0000025ziXUAQ,Draft,Ended,2023-04-09,2024-04-08,Live Work,Live Work Agreement;Statutory Declaration,,,6.0,2769.23,Live Work,,,,,,0068d00000BL4q2AAD,418577018001
8008d000000YcShAAK,418538019002,0058d000004GKjUAAW,0014J00000VvUV0QAN,012Pv0000021hzSIAQ,a1G4J0000025zfUUAQ,Draft,Ended,2023-04-06,2024-04-05,AST,AST,,,6.0,905.77,2 at 10 to expire at 12,Water re-charge Clause,,,,,0068d00000BL4glAAD,418538019002
8008d000000YcU4AAK,222623004003,0054J000004vXOaQAM,0018d00000RHUv7AAH,012Pv0000021hzSIAQ,a1G4J0000025yrxUAA,Draft,Ended,2023-03-18,2024-03-17,AST,AST,,,6.0,1775,No Break,,,,,,0068d00000Cqm3PAAR,222623004003
8008d000000YcUKAA0,222630156006,0054J000004vXOaQAM,0018d00000ILgZWAA1,012Pv0000021hzSIAQ,a1G4J0000025z9KUAQ,Draft,Ended,2023-05-01,2024-04-30,AST,AST,,,6.0,1215,No Break,,,,,,0068d00000CrN3PAAV,222630156006
8008d000000YcWtAAK,222677112002,0054J000004vXOnQAM,0018d000003WCATAA4,012Pv0000021hzSIAQ,a1G8d0000004DLDEA2,Draft,Ended,2023-04-15,2024-04-14,AST,AST,,,6.0,930,2 at 4 to expire at 6,,,,,,0068d00000CqQ0ZAAV,222677112002
8008d000000YcX3AAK,222581013003,0058d0000020feeAAA,0018d00000RH0lRAAT,012Pv0000021hzSIAQ,a1G4J0000025xofUAA,Draft,Ended,2023-04-05,2024-04-04,AST,AST,,,6.0,1260,No Break,,,,,,0068d00000CqQ6IAAV,222581013003
8008d000000Yo2rAAC,900002054002,0054J000004vXPBQA2,0018d00000aEXquAAG,012Pv0000021hzSIAQ,a1G4J00000260I1UAI,Draft,Ended,2023-05-17,2024-05-16,AST,AST,,,6.0,1895,No Break,,,,,,0068d00000F58CJAAZ,900002054002
8008d000000YcXrAAK,222583115008,0058d0000020feeAAA,0018d00000RGQHLAA5,012Pv0000021hzSIAQ,a1G4J0000025yHxUAI,Draft,Ended,2023-03-24,2024-03-23,Licence,Parking Licence,,,6.0,0,No Break,,,,,,0068d00000CrLLkAAN,222583115008
8008d000000YcYVAA0,222659093002,0054J000004vXOaQAM,0018d00000TKxEeAAL,012Pv0000021hzSIAQ,a1G4J0000025yI1UAI,Draft,Ended,2023-03-20,2024-03-19,AST,AST,,,6.0,1160,No Break,,,,,,0068d00000CrCXcAAN,222659093002
8008d000000YccTAAS,222708122001,0054J000004vXOqQAM,0018d00000RGy0CAAT,012Pv0000021hzSIAQ,a1G8d0000005rWbEAI,Draft,Ended,2023-03-31,2024-03-30,AST,AST,,,8.0,1310,No Break,,,,,,0068d00000CqO4aAAF,222708122001
8008d000000YccdAAC,222710178001,0054J000004vXOqQAM,0018d00000RGy0CAAT,012Pv0000021hzSIAQ,a1G8d0000005rFLEAY,Draft,Ended,2023-03-31,2024-03-30,Licence,Parking Licence,,,8.0,0,No Break,,,,,,0068d00000CrcRRAAZ,222710178001
8008d000000YcdvAAC,317682012001,0058d000004GKjUAAW,0014J00000VvTqmQAF,012Pv0000021hzSIAQ,a1G4J0000025yOIUAY,Draft,Ended,2023-02-06,2024-02-05,Licence,Shed Licence,,,6.0,0,Renewal 1 month,,,,,,0068d000009iUnEAAU,317682012001
8008d000000YcetAAC,418645075002,0058d000004GKjUAAW,0018d000002r0i8AAA,012Pv0000021hzSIAQ,a1G4J00000260BxUAI,Draft,Ended,2023-03-01,2024-02-29,AST,AST,,,6.0,1885,2 at 4 to expire at 6,,,,,,0068d000009iU9iAAE,418645075002
8008d000000YckSAAS,418645039003,0058d000004GKjUAAW,0014J00000WdWCVQA3,012Pv0000021hzSIAQ,a1G4J0000025zpRUAQ,Draft,Ended,2023-04-11,2024-04-10,AST,AST,,,6.0,1595,2 at 4 to expire at 6,,,,,,0068d00000BLOOgAAP,418645039003
