#,"Score, 🔽",Object,Type,Field,Package,Full API Name,Using,Referenced in,Ref. in Layout?,Ref. in Apex Class?,Ref. in Flow?,Referenced in Inactive Flow?,Dependencies,Created date,Modified date,Description
,,,,,,,,,,,,,,,,
1064,,Opportunity,Standard,First_Month_Rent_End_Rent_Adv_Hidden,,First_Month_Rent_End_Rent_Adv_Hidden,,2,1 Layout,,,,Dependencies,2020-07-20T15:43:41.000+0000,2020-07-20T15:43:41.000+0000,CI-6148 Initial Statement of Monies Populated by...
1065,,Opportunity,Standard,First_Month_Rent_End_Rent_in_Advance,,First_Month_Rent_End_Rent_in_Advance,6,2,1 Layout,,,,Dependencies,2020-07-20T15:43:41.000+0000,2020-07-20T15:44:07.000+0000,CI-6148 Initial Statement of Monies CI-6148 Calc...
1066,,Opportunity,Standard,First_Month_Rent_Plus_Six_Months,,First_Month_Rent_Plus_Six_Months,1,3,1 Layout,1 Apex Class,,,Dependencies,2020-07-20T15:43:41.000+0000,2020-07-20T15:44:07.000+0000,This is needed to calculate the payment schedule -...
1067,,Opportunity,Standard,First_Month_Rental,,First_Month_Rental,10,9,1 Layout,1 Apex Class,,,Dependencies,2020-07-20T15:43:41.000+0000,2020-07-20T15:44:08.000+0000,CI-5973 CI-4614 CI-5450 Initial Statement of Monie...
1068,,Opportunity,Standard,Furnished,,Furnished,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:41.000+0000,2020-07-20T15:43:41.000+0000,CI-5916 Field mapped to Opportunity
1069,,Opportunity,Standard,Guarantors,,Guarantors,,11,1 Layout,,,,Dependencies,2020-07-20T15:43:41.000+0000,2020-07-20T15:43:41.000+0000,CI-5313 Contains a List of comma seperated Contact...
1070,,Opportunity,Standard,Lead_Tenant_Offer_Link_URL,,Lead_Tenant_Offer_Link_URL,2,3,1 Layout,,,,Dependencies,2020-07-20T15:43:41.000+0000,2020-07-20T15:44:08.000+0000,CI-3332 For Email Template -Shortlist
1071,,Opportunity,Standard,Length_of_Tenancy,,Length_of_Tenancy,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:41.000+0000,2020-07-20T15:43:41.000+0000,CI-5919 Values updated to: - Short Term - Standar...
1072,,Opportunity,Standard,Less_Advance_Payment,,Less_Advance_Payment,2,6,1 Layout,1 Apex Class,,,Dependencies,2020-07-20T15:43:41.000+0000,2020-07-20T15:44:08.000+0000,CI-6148 Initial Statement of Monies
1073,,Opportunity,Standard,Letting_Negotiator,,Letting_Negotiator,6,2,1 Layout,,,,Dependencies,2020-07-20T15:43:41.000+0000,2020-07-20T15:44:08.000+0000,CI-5720 For Email template
1074,,Opportunity,Standard,Lost_Reason,,Lost_Reason,,3,1 Layout,1 Apex Class,,,Dependencies,2020-07-20T15:43:41.000+0000,2020-07-20T15:44:08.000+0000,CI-2879 Field Dependency and Validation Rule arou...
1075,,Opportunity,Standard,Monthly_Price,,Monthly_Price,2,34,2 Layouts,6 Apex Classes,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:44:08.000+0000,CI-3135
1076,,Opportunity,Standard,Monthly_Rental_Budget,,Monthly_Rental_Budget,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:43:42.000+0000,CI-5919 Relabelled from 'Budget'
1077,,Opportunity,Standard,Motorbike,,Motorbike,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:43:42.000+0000,CI-4982
1078,,Opportunity,Standard,Move_in_Date_Not_Yet_Known,,Move_in_Date_Not_Yet_Known,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:43:42.000+0000,JIRA ID CI-5019 For W2L functionality - Validation...
1079,,Opportunity,Standard,Names_Where_Reference_Check_Status_Compl,,Names_Where_Reference_Check_Status_Compl,,5,1 Layout,,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:43:42.000+0000,Contains a List of comma separated Names Where Ref...
1080,,Opportunity,Standard,Names_Where_Reference_Check_Status_In_Pr,,Names_Where_Reference_Check_Status_In_Pr,,5,1 Layout,,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:43:42.000+0000,Contains a List of comma separated Names Where Ref...
1081,,Opportunity,Standard,Names_Where_Reference_Check_Status_Not_S,,Names_Where_Reference_Check_Status_Not_S,,5,1 Layout,,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:43:42.000+0000,Contains a List of comma separated Names Where Ref...
1082,,Opportunity,Standard,Neg_Bonus_Amount,,Neg_Bonus_Amount,,2,2 Layouts,,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:43:42.000+0000,CI-7393
1083,,Opportunity,Standard,Notes,,Notes,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:43:42.000+0000,CI-4982 CI-5919 Relabelled from 'Any other importa...
1084,,Opportunity,Standard,Permitted_Occupiers,,Permitted_Occupiers,,11,1 Layout,,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:43:42.000+0000,CI-5313 Contains a List of comma seperated Contact...
1085,,Opportunity,Standard,Pets,,Pets,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:43:42.000+0000,CI-4982
1086,,Opportunity,Standard,Previous_Tenancy_End_Date,,Previous_Tenancy_End_Date,3,6,1 Layout,,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:44:08.000+0000,For usage in the 'Create Renewal' Opportunity Acti...
1087,,Opportunity,Standard,Primary_Offer_Address,,Primary_Offer_Address,11,18,1 Layout,1 Apex Class,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:44:08.000+0000,CI-4401 For Email Template Capturing the Unit's ad...
1088,,Opportunity,Standard,Primary_Offer_Beds,,Primary_Offer_Beds,5,1,,,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:44:08.000+0000,Email Template field
1089,,Opportunity,Standard,Primary_Offer_Break_Clause,,Primary_Offer_Break_Clause,3,7,1 Layout,,,,Dependencies,2020-07-20T15:43:42.000+0000,2020-07-20T15:44:09.000+0000,CI-5313 For email template: C033a - Tenancy Applic...
1090,,Opportunity,Standard,Primary_Offer_Estate,,Primary_Offer_Estate,7,1,1 Layout,,,,Dependencies,2020-07-20T15:43:42.000+0000,2023-06-15T09:38:36.000+0000,CI-3332 For Email Template - Shortlist
1091,,Opportunity,Standard,Reason_for_Moving,,Reason_for_Moving,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-4982
1092,,Opportunity,Standard,Referencing_Statuses_of_all_OCRs,,Referencing_Statuses_of_all_OCRs,6,7,1 Layout,,,,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:44:09.000+0000,CI-5970 For formatting in email template: Referen...
1093,,Opportunity,Standard,Register_Security_Deposit_Date,,Register_Security_Deposit_Date,,1,,1 Apex Class,,,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7030 TPT Checklist Referred to in Automation ...
1094,,Opportunity,Standard,Removed_Contact_Role_Names,,Removed_Contact_Role_Names,,3,1 Layout,,,,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-5313 Contains a List of comma seperated Contact...
1095,,Opportunity,Standard,Renewal_Change_Request,,Renewal_Change_Request,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:43:43.000+0000,CI-7170 CI-7171 CI-7172 CI-7173 CI-7174 Renewals ...
1096,,Opportunity,Standard,Right_to_Rent,,Right_to_Rent,4,1,1 Layout,,,,Dependencies,2020-07-20T15:43:43.000+0000,2020-07-20T15:44:09.000+0000,CI-3135
1097,,Opportunity,Standard,Security_Deposit_Registration_Deadline,,Security_Deposit_Registration_Deadline,6,1,1 Layout,,,,Dependencies,2020-07-20T15:43:43.000+0000,2021-02-09T15:34:47.000+0000,CI-7070 The security deposit must be registered w...
1098,,Opportunity,Standard,Tenancy_Changes_Internal_email,,Tenancy_Changes_Internal_email,3,2,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:44:09.000+0000,CI-6820 For Email Template
1099,,Opportunity,Standard,Tenancy_Changes,,Tenancy_Changes,12,2,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:44:09.000+0000,CI-5914 CI-5716 For Email template: 'C033b - A ch...
1100,,Opportunity,Standard,Tenancy_Start_Day_Countdown,,Tenancy_Start_Day_Countdown,2,3,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:44:09.000+0000,CI-5720 For Email Template: Advance Paid
1101,,Opportunity,Standard,Total_Lead_Tenants_Active,,Total_Lead_Tenants_Active,,3,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-5037 Declarative Lookup Rollup Summary (DLRS) U...
1102,,Opportunity,Standard,Total_OCR_with_Right_to_Rent,,Total_OCR_with_Right_to_Rent,,3,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-3135 Declarative Lookup Rollup Summary (DLRS) o...
1103,,Opportunity,Standard,Total_Occupants,,Total_Occupants,,2,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,"CI-5720 Counts the number of Lead Tenant, Tenants..."
1104,,Opportunity,Standard,Total_Opportunity_Contact_Roles_Active,,Total_Opportunity_Contact_Roles_Active,,3,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-3135 Declarative Lookup Rollup Summary (DLRS) o...
1105,,Opportunity,Standard,Total_Tenants,,Total_Tenants,,4,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-5720 Counts the number of Lead Tenant and Tena...
1106,,Opportunity,Standard,Total,,Total,8,6,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:44:10.000+0000,CI-6148 Initial Statement of Monies
1107,,Opportunity,Standard,Unit_Address_Subject,,Unit_Address_Subject,10,56,2 Layouts,,,,Dependencies,2020-07-20T15:43:44.000+0000,2023-08-29T08:09:51.000+0000,"CI-5310, CI-5313, CI-7895 For email template: C033..."
1108,,Opportunity,Standard,Unit_Roles_Emails_exist,,Unit_Roles_Emails_exist,6,1,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:44:10.000+0000,CI-5720 To indicate for Opportunity Process Build...
1109,,Opportunity,Standard,What_1,,What_1,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-4982
1110,,Opportunity,Standard,What_2,,What_2,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-4982
1111,,Opportunity,Standard,What_3,,What_3,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-4982
1112,,Opportunity,Standard,Why_1,,Why_1,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-4982
1113,,Opportunity,Standard,Why_2,,Why_2,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-4982
1114,,Opportunity,Standard,Why_3,,Why_3,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:43:44.000+0000,CI-4982
1115,,"Opportunity Contact Role,OpportunityContactRole",Standard,Active_Household,,Active_Household,2,1,1 Layout,,,,Dependencies,2020-07-20T15:43:44.000+0000,2020-07-20T15:44:10.000+0000,CI-5663 For email template: CI-5663 - Congrats yo...
1116,,"Opportunity Contact Role,OpportunityContactRole",Standard,Application_Terms,,Application_Terms,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,CI-6926 Populated by WebApp Store the Date/Time w...
1117,,"Opportunity Contact Role,OpportunityContactRole",Standard,Contact_First_Name,,Contact_First_Name,,1,,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,CI-5632 Referred to via Declarative Lookup Roll-u...
1118,,"Opportunity Contact Role,OpportunityContactRole",Standard,Customer_Login_Link,,Customer_Login_Link,1,1,,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-09-18T13:21:29.000+0000,CI-6369 For email template: CI-6369 - Your refere...
1119,,"Opportunity Contact Role,OpportunityContactRole",Standard,First_DD_Collection,,First_DD_Collection,2,1,1 Layout,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:10.000+0000,CI-6599 Refers to Opportunity's First DD Collecti...
1120,,"Opportunity Contact Role,OpportunityContactRole",Standard,Guarantors,,Guarantors,2,1,,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:10.000+0000,CI-5663 For email template: CI-5663 - Congrats yo...
1121,,"Opportunity Contact Role,OpportunityContactRole",Standard,Lead_Tenant_Full_Name,,Lead_Tenant_Full_Name,2,2,1 Layout,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:10.000+0000,CI-7138 Email: Renewal Auto Send Email offer (sho...
1122,,"Opportunity Contact Role,OpportunityContactRole",Standard,Live_Work_Acknowledgement,,Live_Work_Acknowledgement,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:43:45.000+0000,CI-6926 Populated by WebApp Store the Date/Time w...
1123,,"Opportunity Contact Role,OpportunityContactRole",Standard,Names_Where_Reference_Check_Status_Compl,,Names_Where_Reference_Check_Status_Compl,2,2,1 Layout,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:11.000+0000,Contains a List of comma separated Names Where Ref...
1124,,"Opportunity Contact Role,OpportunityContactRole",Standard,Names_Where_Reference_Check_Status_In_Pr,,Names_Where_Reference_Check_Status_In_Pr,2,2,1 Layout,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:11.000+0000,Contains a List of comma separated Names Where Ref...
1125,,"Opportunity Contact Role,OpportunityContactRole",Standard,Names_Where_Reference_Check_Status_Not_S,,Names_Where_Reference_Check_Status_Not_S,2,2,1 Layout,,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:11.000+0000,Contains a List of comma separated Names Where Ref...
1126,,"Opportunity Contact Role,OpportunityContactRole",Standard,Offer_Hyperlink,,Offer_Hyperlink,1,1,,1 Apex Class,,,Dependencies,2020-07-20T15:43:45.000+0000,2020-07-20T15:44:11.000+0000,CI-5664 Required for the Offer link to be displaye...
1127,,"Opportunity Contact Role,OpportunityContactRole",Standard,R2R_Follow_up_Check_Date,,R2R_Follow_up_Check_Date,3,1,1 Layout,,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:44:11.000+0000,CI-3312 CI-7298 As part of regulation will we alw...
1128,,"Opportunity Contact Role,OpportunityContactRole",Standard,Reason_for_Removal,,Reason_for_Removal,,4,1 Layout,2 Apex Classes,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,CI-5361
1129,,"Opportunity Contact Role,OpportunityContactRole",Standard,Reference_Application_Form_Url,,Reference_Application_Form_Url,,6,1 Layout,5 Apex Classes,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,URL of the reference application form. CI-3153
1130,,"Opportunity Contact Role,OpportunityContactRole",Standard,Referencing_Statuses_of_all_OCRs,,Referencing_Statuses_of_all_OCRs,3,1,1 Layout,,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:44:11.000+0000,CI-5970 For formatting in email template: Referen...
1131,,"Opportunity Contact Role,OpportunityContactRole",Standard,Right_to_Rent,,Right_to_Rent,,3,,3 Apex Classes,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,CI-3135 Referred to in Declarative Rollup Lookup S...
1132,,"Opportunity Contact Role,OpportunityContactRole",Standard,Unit_Address_Subject,,Unit_Address_Subject,2,9,1 Layout,,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:44:12.000+0000,CI-5663 For email template: CI-5663 - Congrats yo...
1133,,"Offer,Quote",Standard,Advance_Payment,,Advance_Payment,,36,1 Layout,,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:43:46.000+0000,CI-5707 Calculates the Advance Payment: Monthly R...
1134,,"Offer,Quote",Standard,Agent_Fee,,Agent_Fee,5,3,1 Layout,,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:44:12.000+0000,CI-6275 For capturing the Agent Fee depending on ...
1135,,"Offer,Quote",Standard,Available_Date,,Available_Date,2,1,1 Layout,,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:44:12.000+0000,CI-5555 References the selected Unit's Available D...
1136,,"Offer,Quote",Standard,Bedrooms,,Bedrooms,2,34,1 Layout,,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:44:13.000+0000,CI-5555 Reference's the selected Unit's number of ...
1137,,"Offer,Quote",Standard,City,,City,7,1,1 Layout,,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:44:13.000+0000,CI-5555 References the selected Unit's City
1138,,"Offer,Quote",Standard,County,,County,7,1,1 Layout,,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:44:13.000+0000,CI-5555 References the selected Unit's (Building >...
1139,,"Offer,Quote",Standard,Furnished,,Furnished,3,34,1 Layout,,,,Dependencies,2020-07-20T15:43:46.000+0000,2020-07-20T15:44:13.000+0000,CI-5555 References the selected Unit's Furnished s...
1140,,"Unit,Unit__c",Custom Object,Accessibility,,Accessibility,,3,1 Layout,2 Apex Classes,,,Dependencies,2020-07-20T15:43:47.000+0000,2020-07-20T15:43:47.000+0000,CI-5025/ CI-5275
1141,,"Unit,Unit__c",Custom Object,Additional_HMO,,Additional_HMO,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:47.000+0000,2020-07-20T15:43:47.000+0000,CI-5275
1142,,"Unit,Unit__c",Custom Object,Asset_Manager,,Asset_Manager,,3,3 Layouts,,,,Dependencies,2020-07-20T15:43:47.000+0000,2020-07-20T15:43:47.000+0000,CI-6986 For identifying who is planned to work on...
1143,,"Unit,Unit__c",Custom Object,Block_Manager,,Block_Manager,,3,3 Layouts,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:43:48.000+0000,CI-6987 For identifying who is planned to work on...
1144,,"Unit,Unit__c",Custom Object,Building_Amenities,,Building_Amenities,4,1,1 Layout,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:44:13.000+0000,CI-5025/ CI-5275 If new values are added to 'Buil...
1145,,"Unit,Unit__c",Custom Object,County,,County,4,7,5 Layouts,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:44:14.000+0000,CI-5555 Refers to County of Estate
1146,,"Unit,Unit__c",Custom Object,Distance_to_Tube_Train_Tram,,Distance_to_Tube_Train_Tram,4,3,3 Layouts,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:44:15.000+0000,CI-5275 References Building field: 'Distance to Tu...
1147,,"Unit,Unit__c",Custom Object,Dummy_Email,,Dummy_Email,,6,4 Layouts,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:43:48.000+0000,CI-6758 System-generated dummy email for each avai...
1148,,"Unit,Unit__c",Custom Object,ERV_Date,,ERV_Date,,3,3 Layouts,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:43:48.000+0000,CI-5525 The date Estimated Rental Value is valid t...
1149,,"Unit,Unit__c",Custom Object,ERV,,ERV,,5,3 Layouts,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-10-05T15:13:55.000+0000,Estimated Rental Value
1150,,"Unit,Unit__c",Custom Object,Floor_Level,,Floor_Level,,4,2 Layouts,2 Apex Classes,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:43:48.000+0000,CI-5275
1151,,"Unit,Unit__c",Custom Object,Floor_Type,,Floor_Type,,2,2 Layouts,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:43:48.000+0000,CI-5025/ CI-5275
1152,,"Unit,Unit__c",Custom Object,Floorplan_Type,,Floorplan_Type,,2,2 Layouts,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:43:48.000+0000,CI-5275
1153,,"Unit,Unit__c",Custom Object,Head_of_Lettings,,Head_of_Lettings,,3,3 Layouts,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:43:48.000+0000,CI-6981 For identifying who is planned to work on...
1154,,"Unit,Unit__c",Custom Object,Image_URL,,Image_URL,,3,3 Layouts,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:43:48.000+0000,CI-6033 Image of the Unit (Tile image) - S3 Bucke...
1155,,"Unit,Unit__c",Custom Object,Internal_Space_GIA_ft,,Internal_Space_GIA_ft,,4,4 Layouts,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:43:48.000+0000,CI-5275
1156,,"Unit,Unit__c",Custom Object,Internal_Space_GIA_m,,Internal_Space_GIA_m,,4,4 Layouts,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:43:48.000+0000,CI-5275
1157,,"Unit,Unit__c",Custom Object,Landlord_City,,Landlord_City,,6,4 Layouts,,,,Dependencies,2020-07-20T15:43:48.000+0000,2020-07-20T15:43:48.000+0000,CI-5673 CI-6054
1158,,"Unit,Unit__c",Custom Object,Landlord_Country,,Landlord_Country,,6,4 Layouts,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-5673 CI-6054
1159,,"Unit,Unit__c",Custom Object,Landlord_County,,Landlord_County,,6,4 Layouts,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-5673 CI-6054
1160,,"Unit,Unit__c",Custom Object,Landlord_Name,,Landlord_Name,,8,4 Layouts,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-5673 CI-6054
1161,,"Unit,Unit__c",Custom Object,Landlord_Street,,Landlord_Street,,6,4 Layouts,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-5673 CI-6054
1162,,"Unit,Unit__c",Custom Object,Landlord_Zip_Postal_Code,,Landlord_Zip_Postal_Code,,8,4 Layouts,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-5673 CI-6054
1163,,"Unit,Unit__c",Custom Object,MRI_Unit_Status,,MRI_Unit_Status,,4,4 Layouts,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-7400
1164,,"Unit,Unit__c",Custom Object,Managing_Agent_City,,Managing_Agent_City,,6,4 Layouts,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-6010 Referenced in Tenancy Document
1165,,"Unit,Unit__c",Custom Object,Managing_Agent_Country,,Managing_Agent_Country,,6,4 Layouts,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-6010 Referenced in Tenancy Document
1166,,"Unit,Unit__c",Custom Object,Managing_Agent_County,,Managing_Agent_County,,6,4 Layouts,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-6010 Referenced in Tenancy Document
1167,,"Unit,Unit__c",Custom Object,Managing_Agent_Name,,Managing_Agent_Name,,6,4 Layouts,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-6010 Referenced in Tenancy Document
1168,,"Unit,Unit__c",Custom Object,Managing_Agent_Street,,Managing_Agent_Street,,6,4 Layouts,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-6010 Referenced in Tenancy Document
1169,,"Unit,Unit__c",Custom Object,Managing_Agent_Zip_Postal_Code,,Managing_Agent_Zip_Postal_Code,,4,4 Layouts,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-6010 Referenced in Tenancy Document
1170,,"Unit,Unit__c",Custom Object,Mandatory_HMO,,Mandatory_HMO,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-5025 CI-5275
1171,,"Unit,Unit__c",Custom Object,Other_Reason_for_Not_Viewing,,Other_Reason_for_Not_Viewing,,3,3 Layouts,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-2874 Text field for capturing additional infor...
1172,,"Unit,Unit__c",Custom Object,Parking_Attributes,,Parking_Attributes,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:49.000+0000,2020-07-20T15:43:49.000+0000,CI-5639
1173,,"Unit,Unit__c",Custom Object,Property_Age,,Property_Age,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:50.000+0000,2020-07-20T15:43:50.000+0000,CI-5025/ CI-5275
1174,,"Unit,Unit__c",Custom Object,Selective_HMO,,Selective_HMO,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:50.000+0000,2020-07-20T15:43:50.000+0000,CI-5275
1175,,"Unit,Unit__c",Custom Object,Street_No,,Street_No,,9,5 Layouts,1 Apex Class,,,Dependencies,2020-07-20T15:43:50.000+0000,2020-07-20T15:43:50.000+0000,CI-5275
1176,,"Unit,Unit__c",Custom Object,Unit_Amenities,,Unit_Amenities,,5,2 Layouts,2 Apex Classes,,,Dependencies,2020-07-20T15:43:50.000+0000,2020-07-20T15:43:50.000+0000,CI-5025 CI-5275
1177,,"Unit,Unit__c",Custom Object,Vehicle_Type,,Vehicle_Type,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:50.000+0000,2020-07-20T15:43:50.000+0000,CI-5639
1178,,"Unit,Unit__c",Custom Object,View,,View,,4,2 Layouts,2 Apex Classes,,,Dependencies,2020-07-20T15:43:50.000+0000,2020-07-20T15:43:50.000+0000,CI-5275
1179,,"Van Mildert API,Van_Mildert_API__c",Custom Setting,VM_Tracking_URL,,VM_Tracking_URL,,1,,1 Apex Class,,,Dependencies,2020-07-20T15:43:51.000+0000,2020-07-20T15:43:51.000+0000,URL for the embedded tracking screen
1180,,"Payment Schedule,asp04__PaymentSchedule__c",Custom Object,External_Identifier_Id,,External_Identifier_Id,,4,2 Layouts,2 Apex Classes,,,Dependencies,2020-07-20T15:43:51.000+0000,2020-07-20T15:43:51.000+0000,CI-TBC
1181,,"Payment Schedule,asp04__PaymentSchedule__c",Custom Object,External_Module_Id,,External_Module_Id,,4,2 Layouts,2 Apex Classes,,,Dependencies,2020-07-20T15:43:51.000+0000,2020-07-20T15:43:51.000+0000,CI-TBC For GREP to store and reference payment fie...
1182,,"Payment Schedule,asp04__PaymentSchedule__c",Custom Object,External_System_Id,,External_System_Id,,4,2 Layouts,2 Apex Classes,,,Dependencies,2020-07-20T15:43:51.000+0000,2020-07-20T15:43:51.000+0000,CI-TBC
1183,,"Payment Schedule,asp04__PaymentSchedule__c",Custom Object,External_Transaction_Id,,External_Transaction_Id,,4,2 Layouts,2 Apex Classes,,,Dependencies,2020-07-20T15:43:51.000+0000,2020-07-20T15:43:51.000+0000,CI-TBC
