Reference,Unit__c,Description,StartDate,EndDate,Term_Years,Term_Months,Term_Days,Status,Tenure,Type
418575014,a1G4J0000025zvHUAQ,"Flat 14 Eagle House, Eagle Wharf Road, London",2024-03-12,2025-03-11,1,0,0,Tenanted,Live Work,Live Work
418575015,a1G4J0000025zoqUAA,"Flat 15 Eagle House, Eagle Wharf Road, London",2023-09-28,2024-09-27,1,0,0,Tenanted,Live Work,Live Work
418575016,a1G4J0000025zsxUAA,"Flat 16 Eagle House, Eagle Wharf Road, London",2024-04-09,2025-04-08,1,0,0,Tenanted,Live Work,Live Work
418575017,a1G4J0000025zyAUAQ,"Flat 17 Eagle House, Eagle Wharf Road, London",2025-04-10,2026-04-09,1,0,0,Tenanted,Live Work,Live Work
418575018,a1G4J0000025z3fUAA,"Flat 18 Eagle House, Eagle Wharf Road, London",2024-01-08,2025-01-07,1,0,0,Tenanted,Live Work,Live Work
418575019,a1G4J0000025zeTUAQ,"Flat 19 Eagle House, Eagle Wharf Road, London",2023-01-09,2025-01-08,2,0,0,Tenanted,Live Work,Live Work
418575020,a1G4J0000025zyBUAQ,"Flat 20 Eagle House, Eagle Wharf Road, London",2024-04-01,2026-03-31,2,0,0,Tenanted,Live Work,Live Work
418575021,a1G4J0000025zmWUAQ,"Flat 21 Eagle House, Eagle Wharf Road, London",2024-02-26,2025-02-25,1,0,0,Tenanted,Live Work,Live Work
418575022,a1G4J0000025zfyUAA,"Flat 22 Eagle House, Eagle Wharf Road, London",2024-04-08,2025-04-07,1,0,0,Tenanted,Live Work,Live Work
418575023,a1G4J0000025zYiUAI,"Flat 23 Eagle House, Eagle Wharf Road, London",2023-11-06,2024-11-05,1,0,0,Tenanted,Live Work,Live Work
418575024,a1G4J0000025zwGUAQ,"Flat 24 Eagle House, Eagle Wharf Road, London",2024-03-26,2025-03-25,1,0,0,Tenanted,Live Work,Live Work
418575025,a1G4J0000025zwYUAQ,"Flat 25 Eagle House, Eagle Wharf Road, London",2023-10-07,2025-10-06,2,0,0,Tenanted,Live Work,Live Work
418575026,a1G4J0000025zjdUAA,"Flat 26 Eagle House, Eagle Wharf Road, London",2024-04-28,2025-04-27,1,0,0,Tenanted,Live Work,Live Work
418575027,a1G4J0000025zsOUAQ,"Flat 27 Eagle House, Eagle Wharf Road, London",2023-11-10,2024-11-09,1,0,0,Tenanted,Live Work,Live Work
418575028,a1G4J0000025ztGUAQ,"Flat 28 Eagle House, Eagle Wharf Road, London",2024-05-18,2025-05-17,1,0,0,Tenanted,Live Work,Live Work
418575029,a1G4J0000025zpyUAA,"Flat 29 Eagle House, Eagle Wharf Road, London",2023-08-19,2025-08-18,2,0,0,Tenanted,Live Work,Live Work
418575030,a1G4J0000025z3LUAQ,"Flat 30 Eagle House, Eagle Wharf Road, London",2023-09-15,2024-09-14,1,0,0,Tenanted,Live Work,Live Work
418575031,a1G4J0000025zelUAA,"Flat 31 Eagle House, Eagle Wharf Road, London",,,0,0,0,For Let,Vacant,Live Work
418575032,a1G4J0000025zvrUAA,"Flat 32 Eagle House, Eagle Wharf Road, London",2023-08-04,2024-08-03,1,0,0,Tenanted,Live Work,Live Work
418575033,a1G4J0000025zv8UAA,"Flat 33 Eagle House, Eagle Wharf Road, London",2023-05-19,2025-05-18,2,0,0,Tenanted,Live Work,Live Work
418575034,a1G4J0000025ztCUAQ,"Flat 34 Eagle House, Eagle Wharf Road, London",2022-11-24,2023-11-23,1,0,0,Tenanted,Live Work,Live Work
418575035,a1G4J0000025zqtUAA,"Flat 35 Eagle House, Eagle Wharf Road, London",2022-07-07,2025-07-06,3,0,0,Tenanted,Live Work,Live Work
418575036,a1G4J0000025zyoUAA,"Flat 36 Eagle House, Eagle Wharf Road, London",2024-04-05,2025-04-04,1,0,0,Tenanted,Live Work,Live Work
418575037,a1G4J0000025zshUAA,"Flat 37 Eagle House, Eagle Wharf Road, London",2024-01-07,2025-01-06,1,0,0,Tenanted,Live Work,Live Work
418575038,a1G4J0000025zyFUAQ,"Flat 38 Eagle House, Eagle Wharf Road, London",2022-12-01,2024-11-30,2,0,0,Tenanted,Live Work,Live Work
418575039,a1G4J0000025zfzUAA,"Flat 39 Eagle House, Eagle Wharf Road, London",2024-04-12,2025-04-11,1,0,0,Tenanted,Live Work,Live Work
418575040,a1G4J0000025zmHUAQ,"Flat 40 Eagle House, Eagle Wharf Road, London",2023-09-15,2024-09-14,1,0,0,Tenanted,Live Work,Live Work
418575041,a1G4J0000025zmVUAQ,"Flat 41 Eagle House, Eagle Wharf Road, London",2023-09-03,2024-09-02,0,12,0,Tenanted,Live Work,Live Work
418575042,a1G4J0000025zdtUAA,"Flat 42 Eagle House, Eagle Wharf Road, London",2023-10-01,2024-09-30,1,0,0,Tenanted,Live Work,Live Work
418575043,a1G4J0000025zanUAA,"Flat 43 Eagle House, Eagle Wharf Road, London",2023-07-23,2024-07-22,1,0,0,Tenanted,Live Work,Live Work
418576001,a1G4J0000025zy0UAA,"Unit 1 Ability Plaza, London, E8",2024-04-16,2024-10-15,0,6,0,Tenanted,Licence,Commercial
418576002,a1G4J000002600AUAQ,"Unit 2 Ability Plaza, London, E8",2023-09-08,,0,0,0,Tenanted,CommLease,Commercial
418576003,a1G4J0000025zx3UAA,"Unit 3 Ability Plaza, London, E8",2023-09-08,,0,0,0,Tenanted,CommLease,Commercial
418576004,a1G4J0000025zuGUAQ,"Unit 4 Ability Plaza, London, E8",,,0,0,0,Tenanted,CommLease,Commercial
418576005,a1G4J0000025zM4UAI,"Unit 5 Ability Plaza, London, E8",2025-03-05,2036-03-04,11,0,0,Tenanted,CommLease,Commercial
418576006,a1G4J0000025zssUAA,"Unit 6 Ability Plaza, London, E8",2025-03-05,2036-03-04,11,0,0,Tenanted,CommLease,Commercial
418576007,a1G4J000002600fUAA,"Unit 7 Ability Plaza, London, E8",2023-02-14,2024-02-13,1,0,0,Tenanted,CommLease,Commercial
418576008,a1G4J0000025zpzUAA,"Unit 8 Ability Plaza, London, E8",2027-12-31,2030-12-30,3,0,0,Tenanted,CommLease,Commercial
418576009,a1G4J0000025zleUAA,"308 Ability Plaza, London, E8",,,0,0,0,For Let,Vac-C,Commercial
418576010,a1G4J0000025zr5UAA,"Flat 9 Ability Plaza, London, E8",2023-10-21,2024-10-20,1,0,0,Tenanted,Live Work,Live Work
418576011,a1G4J0000025zjTUAQ,"Flat 10 Ability Plaza, London, E8",2023-10-23,2024-10-22,1,0,0,Tenanted,Live Work,Live Work
418576012,a1G4J0000025zmhUAA,"Flat 11 Ability Plaza, London, E8",2024-04-04,2026-04-03,2,0,0,Tenanted,Live Work,Live Work
418576013,a1G4J0000026008UAA,"Flat 12 Ability Plaza, London, E8",2023-07-21,2026-07-20,0,36,0,Tenanted,Live Work,Live Work
418576014,a1G4J0000025yx0UAA,"Flat 13 Ability Plaza, London, E8",2023-12-07,2024-12-06,1,0,0,Tenanted,Live Work,Live Work
418576015,a1G4J0000025zywUAA,"Flat 14 Ability Plaza, London, E8",2024-05-25,2026-05-24,2,0,0,Tenanted,Live Work,Live Work
418576016,a1G4J0000025zvDUAQ,"Flat 15 Ability Plaza, London, E8",2024-04-19,2025-04-18,1,0,0,Tenanted,Live Work,Live Work
418576017,a1G4J000002602IUAQ,"Flat 16 Ability Plaza, London, E8",2023-07-15,2024-07-14,1,0,0,Tenanted,Live Work,Live Work
418576018,a1G4J0000025zz1UAA,"Flat 17 Ability Plaza, London, E8",2022-11-10,2024-11-09,2,0,0,Tenanted,Live Work,Live Work
418576019,a1G4J0000025zliUAA,"Flat 18 Ability Plaza, London, E8",2023-09-05,2024-09-04,1,0,0,Tenanted,Live Work,Live Work
418576020,a1G4J0000025ynKUAQ,"Flat 19 Ability Plaza, London, E8",2024-03-24,2025-03-23,1,0,0,Tenanted,Live Work,Live Work
418576021,a1G4J0000025zxOUAQ,"Flat 20 Ability Plaza, London, E8",2024-06-30,2025-06-29,1,0,0,Tenanted,Live Work,Live Work
418576022,a1G4J0000025zYPUAY,"Flat 21 Ability Plaza, London, E8",2023-09-21,2024-09-20,1,0,0,Tenanted,Live Work,Live Work
418576023,a1G4J0000025zyDUAQ,"Flat 22 Ability Plaza, London, E8",2024-02-17,2025-02-16,1,0,0,Tenanted,Live Work,Live Work
418576024,a1G4J0000025zc8UAA,"Flat 23 Ability Plaza, London, E8",2023-09-25,2024-09-24,1,0,0,Tenanted,Live Work,Live Work
418576025,a1G4J0000026057UAA,"Flat 24 Ability Plaza, London, E8",2023-08-06,2025-08-05,2,0,0,Tenanted,Live Work,Live Work
418576026,a1G4J0000025zyjUAA,"Flat 25 Ability Plaza, London, E8",2023-06-20,2024-06-19,1,0,0,Tenanted,Live Work,Live Work
418576027,a1G4J0000026010UAA,"Flat 26 Ability Plaza, London, E8",2023-06-20,2025-06-19,2,0,0,Tenanted,Live Work,Live Work
418576028,a1G4J0000025zz8UAA,"Flat 27 Ability Plaza, London, E8",2023-10-17,2024-10-16,1,0,0,Tenanted,Live Work,Live Work
418576029,a1G4J000002604sUAA,"Flat 28 Ability Plaza, London, E8",2024-01-02,2025-01-01,1,0,0,Tenanted,Live Work,Live Work
418576030,a1G4J0000025zyaUAA,"Flat 29 Ability Plaza, London, E8",2023-11-28,2024-11-27,1,0,0,Tenanted,Live Work,Live Work
418576031,a1G4J000002606UUAQ,"Flat 30 Ability Plaza, London, E8",2023-10-23,2024-10-22,1,0,0,Tenanted,Live Work,Live Work
418576032,a1G4J000002606EUAQ,"Flat 31 Ability Plaza, London, E8",2024-06-07,2025-06-06,1,0,0,Tenanted,Live Work,Live Work
418576033,a1G4J000002601EUAQ,"Flat 32 Ability Plaza, London, E8",2023-11-03,2024-11-02,1,0,0,Tenanted,Live Work,Live Work
418576034,a1G4J0000025zz3UAA,"Flat 33 Ability Plaza, London, E8",2023-08-01,2025-07-31,2,0,0,Tenanted,Live Work,Live Work
418576035,a1G4J0000026077UAA,"Flat 34 Ability Plaza, London, E8",2023-09-04,2024-09-03,1,0,0,Tenanted,Live Work,Live Work
418576036,a1G4J000002603QUAQ,"Flat 35 Ability Plaza, London, E8",2024-03-07,2025-03-06,1,0,0,Tenanted,Live Work,Live Work
418576037,a1G4J000002604eUAA,"Flat 36 Ability Plaza, London, E8",2024-01-02,2025-01-01,1,0,0,Tenanted,Live Work,Live Work
418576038,a1G4J000002607RUAQ,"Flat 37 Ability Plaza, London, E8",2024-05-26,2025-05-25,1,0,0,Tenanted,Live Work,Live Work
418576039,a1G4J000002601cUAA,"Flat 38 Ability Plaza, London, E8",2024-05-14,2025-05-13,1,0,0,Tenanted,Live Work,Live Work
418576040,a1G4J0000025zkeUAA,"Flat 39 Ability Plaza, London, E8",2023-12-26,2025-12-25,2,0,0,Tenanted,Live Work,Live Work
418576041,a1G4J000002601OUAQ,"Flat 40 Ability Plaza, London, E8",2023-10-08,2024-10-07,1,0,0,Tenanted,Live Work,Live Work
418576042,a1G4J0000025zrRUAQ,"Flat 41 Ability Plaza, London, E8",2024-04-23,2025-04-22,1,0,0,Tenanted,Live Work,Live Work
418576043,a1G4J0000025zcSUAQ,"Flat 42 Ability Plaza, London, E8",2024-02-14,2026-02-13,2,0,0,Tenanted,Live Work,Live Work
418576044,a1G4J0000025zm2UAA,"Flat 43 Ability Plaza, London, E8",2024-03-31,2026-03-30,2,0,0,Tenanted,Live Work,Live Work
418576045,a1G4J0000025zZEUAY,"Flat 44 Ability Plaza, London, E8",2023-03-09,2025-03-08,2,0,0,Tenanted,Live Work,Live Work
418576046,a1G4J0000025zysUAA,"Flat 45 Ability Plaza, London, E8",2024-03-12,2026-03-11,2,0,0,Tenanted,Live Work,Live Work
418576047,a1G4J0000025zrmUAA,"Flat 46 Ability Plaza, London, E8",2023-07-01,2024-06-30,1,0,0,Tenanted,Live Work,Live Work
418576048,a1G4J000002602SUAQ,"Flat 47 Ability Plaza, London, E8",2023-08-24,2024-08-23,1,0,0,Tenanted,Live Work,Live Work
418576049,a1G4J0000025zDuUAI,"Flat 48 Ability Plaza, London, E8",2024-03-30,2025-03-29,1,0,0,Tenanted,Live Work,Live Work
418576050,a1G4J0000025zw3UAA,"Flat 49 Ability Plaza, London, E8",2023-10-12,2024-10-11,1,0,0,Tenanted,Live Work,Live Work
418576051,a1G4J0000025zqhUAA,"Flat 50 Ability Plaza, London, E8",2024-03-05,2025-03-04,1,0,0,Tenanted,Live Work,Live Work
418576052,a1G4J0000025ztsUAA,"Flat 51 Ability Plaza, London, E8",2024-05-18,2025-05-17,0,12,0,Tenanted,Live Work,Live Work
418576053,a1G4J0000025zq4UAA,"Flat 52 Ability Plaza, London, E8",2023-04-28,2024-04-27,1,0,0,Tenanted,Live Work,Live Work
418576054,a1G4J0000025zwXUAQ,"Flat 53 Ability Plaza, London, E8",2023-08-24,2024-08-23,1,0,0,Tenanted,Live Work,Live Work
418576055,a1G4J0000025zMsUAI,"Flat 54 Ability Plaza, London, E8",2024-01-10,2025-01-09,1,0,0,Tenanted,Live Work,Live Work
418576056,a1G4J0000026016UAA,"Flat 55 Ability Plaza, London, E8",2025-03-13,2026-03-13,1,0,1,Tenanted,Live Work,Live Work
418576057,a1G4J0000025xvmUAA,"Flat 56 Ability Plaza, London, E8",2023-03-17,2024-09-16,1,6,0,Tenanted,Live Work,Live Work
418576058,a1G4J0000025zoiUAA,"Flat 57 Ability Plaza, London, E8",2023-09-08,2024-09-07,1,0,0,Tenanted,Live Work,Live Work
418576059,a1G4J000002605LUAQ,"Flat 58 Ability Plaza, London, E8",2023-10-16,2024-10-15,1,0,0,Tenanted,Live Work,Live Work
418576060,a1G4J0000025zuPUAQ,"Flat 59 Ability Plaza, London, E8",2022-11-17,2024-11-16,2,0,0,Tenanted,Live Work,Live Work
418576061,a1G4J0000025zMtUAI,"Flat 60 Ability Plaza, London, E8",2024-05-31,2025-05-30,1,0,0,Tenanted,AST,Live Work
418576062,a1G4J000002605BUAQ,"Flat 61 Ability Plaza, London, E8",2024-02-09,2025-02-08,1,0,0,Tenanted,Live Work,Live Work
418576063,a1G4J0000025z2sUAA,"Flat 62 Ability Plaza, London, E8",2024-05-20,2025-05-19,1,0,0,Tenanted,Live Work,Live Work
418576064,a1G4J0000025zq5UAA,"Flat 63 Ability Plaza, London, E8",2024-03-30,2025-03-29,1,0,0,Tenanted,Live Work,Live Work
418576065,a1G4J0000025zzNUAQ,"Flat 64 Ability Plaza, London, E8",2023-07-18,2024-07-17,1,0,0,Tenanted,Live Work,Live Work
418576066,a1G4J0000025zv9UAA,"Flat 65 Ability Plaza, London, E8",2023-06-24,2024-06-23,1,0,0,Tenanted,Live Work,Live Work
418576067,a1G4J0000026040UAA,"Flat 66 Ability Plaza, London, E8",2024-02-16,2025-02-15,1,0,0,Tenanted,Live Work,Live Work
418576068,a1G4J0000025ztVUAQ,"Flat 67 Ability Plaza, London, E8",2023-07-17,2024-07-16,1,0,0,Tenanted,Live Work,Live Work
418576069,a1G4J0000025zpAUAQ,"Flat 68 Ability Plaza, London, E8",2023-06-29,2024-06-28,1,0,0,Tenanted,Live Work,Live Work
418576070,a1G4J0000025zaoUAA,"Flat 69 Ability Plaza, London, E8",2024-01-18,2025-01-17,1,0,0,Tenanted,Live Work,Live Work
418576071,a1G4J0000025yCEUAY,"Flat 70 Ability Plaza, London, E8",2023-12-08,2024-12-07,1,0,0,Tenanted,Live Work,Live Work
418576072,a1G4J0000025zzAUAQ,"Flat 71 Ability Plaza, London, E8",2024-06-03,2025-06-02,1,0,0,Tenanted,Live Work,Live Work
418576073,a1G4J0000025zvKUAQ,"Flat 72 Ability Plaza, London, E8",2024-05-11,2025-05-10,1,0,0,Tenanted,Live Work,Live Work
418576074,a1G4J0000026053UAA,"Flat 73 Ability Plaza, London, E8",2022-03-30,2025-03-29,3,0,0,Tenanted,Live Work,Live Work
418576075,a1G4J0000025zz9UAA,"Flat 74 Ability Plaza, London, E8",2023-11-10,2024-11-09,1,0,0,Tenanted,Live Work,Live Work
418576076,a1G4J0000025zlZUAQ,"Flat 75 Ability Plaza, London, E8",2023-07-04,2024-07-03,1,0,0,Tenanted,Live Work,Live Work
418576077,a1G4J0000025zsLUAQ,"Flat 76 Ability Plaza, London, E8",2023-07-20,2024-07-19,1,0,0,Tenanted,Live Work,Live Work
418576078,a1G4J0000026014UAA,"Flat 77 Ability Plaza, London, E8",2024-02-06,2025-02-05,1,0,0,Tenanted,Live Work,Live Work
418576079,a1G4J000002602TUAQ,"Flat 78 Ability Plaza, London, E8",2023-09-07,2024-09-06,1,0,0,Tenanted,Live Work,Live Work
418576080,a1G4J0000025ztiUAA,"Flat 79 Ability Plaza, London, E8",2024-04-02,2025-04-01,1,0,0,Tenanted,Live Work,Live Work
418576081,a1G4J000002605YUAQ,"Flat 80 Ability Plaza, London, E8",2024-04-10,2025-04-09,1,0,0,Tenanted,Live Work,Live Work
418576082,a1G4J0000025zX2UAI,"Flat 81 Ability Plaza, London, E8",,,0,0,0,For Let,Vacant,Live Work
418576083,a1G4J0000025zEUUAY,"Flat 82 Ability Plaza, London, E8",2024-05-18,2026-05-17,2,0,0,Tenanted,Live Work,Live Work
418576084,a1G4J0000025zHXUAY,"Flat 83 Ability Plaza, London, E8",2023-11-18,2024-11-17,1,0,0,Tenanted,Live Work,Live Work
418576085,a1G4J000002602qUAA,"Flat 84 Ability Plaza, London, E8",2023-09-05,2024-09-04,1,0,0,Tenanted,Live Work,Live Work
418576086,a1G4J000002601yUAA,"Flat 85 Ability Plaza, London, E8",2022-07-28,2024-07-27,2,0,0,Tenanted,Live Work,Live Work
418576087,a1G4J0000025zxaUAA,"Flat 86 Ability Plaza, London, E8",2022-11-16,2025-11-15,3,0,0,Tenanted,Live Work,Live Work
418576088,a1G4J000002603tUAA,"Flat 87 Ability Plaza, London, E8",2023-10-07,2024-10-06,1,0,0,Tenanted,Live Work,Live Work
418576089,a1G4J000002602MUAQ,"Flat 88 Ability Plaza, London, E8",2024-05-02,2025-05-01,1,0,0,Tenanted,Live Work,Live Work
418576090,a1G4J0000025zhaUAA,"EX 1 Ability Plaza,310 Kingsland Rd, Lon E8",2023-12-18,2024-12-17,1,0,0,Tenanted,Live Work,Live Work
418576091,a1G4J0000025zhNUAQ,"EX 2 Ability Plaza,310 Kingsland Rd, Lon, E8",2024-01-27,2025-01-26,1,0,0,Tenanted,Live Work,Live Work
418576092,a1G4J000002602RUAQ,"EX 3 Ability Plaza, 310 Kingsland Rd, Lon, E8",2023-10-30,2024-10-29,1,0,0,Tenanted,Live Work,Live Work
418576093,a1G4J0000025zrpUAA,"EX 4 Ability Plaza, 310 Kingsland Rd, Lon E8",2024-06-09,2025-06-08,1,0,0,Tenanted,Live Work,Live Work
418576094,a1G4J000002605aUAA,"EX 5 Ability Plaza, 310 Kingsland Rd,  Lon E8",2024-03-03,2025-03-02,1,0,0,Tenanted,Live Work,Live Work
418576095,a1G4J0000025zgsUAA,"EX 6 Ability Plaza, 310 Kingsland Rd, Lon, E8",2023-08-22,2025-08-21,2,0,0,Tenanted,Live Work,Live Work
418576096,a1G4J000002601AUAQ,"EX 7 Ability Plaza, 310 Kingsland Rd, Lon E8",2023-07-24,2024-07-23,1,0,0,Tenanted,Live Work,Live Work
418576097,a1G4J0000025zWeUAI,"EX 8 Ability Plaza, 310 Kingsland Rd, Lon E8",2023-09-24,2024-09-23,1,0,0,Tenanted,Live Work,Live Work
418576098,a1G4J000002602XUAQ,"EX 9 Ability Plaza, 310 Kingsland Rd, Lon E8",2024-01-16,2025-01-15,1,0,0,Tenanted,Live Work,Live Work
418576099,a1G4J0000025yyXUAQ,"EX 10 Ability Plaza, 310 Kingsland Rd, Lon E8",2024-05-07,2025-05-06,1,0,0,Tenanted,Live Work,Live Work
418576100,a1G4J000002606iUAA,"EX 11 Ability Plaza, 310 Kingsland Rd, Lon E8",2024-03-05,2025-03-04,1,0,0,Tenanted,Live Work,Live Work
418576101,a1G4J0000025zPnUAI,"EX 12 Ability Plaza, 310 Kingsland Rd, Lon E8",2023-08-30,2024-08-29,1,0,0,Tenanted,Live Work,Live Work
418576102,a1G4J000002605lUAA,"EX 13 Ability Plaza, 310 Kingsland Rd, Lon E8",2024-01-10,2025-01-09,1,0,0,Tenanted,Live Work,Live Work
418576103,a1G4J0000025zveUAA,"EX 14 Ability Plaza, 310 Kingsland Rd, Lon E8",2024-06-01,2025-05-31,1,0,0,Tenanted,Live Work,Live Work
418576104,a1G4J0000025ynJUAQ,"EX 15 Ability Plaza, 310 Kinglsand Rd, Lon E8",2022-12-07,2024-12-06,2,0,0,Tenanted,Live Work,Live Work
418576105,a1G4J0000025zOAUAY,"EX 16 Ability Plaza, 310 Kingsland Rd, Lon E8",2023-07-12,2024-07-11,1,0,0,Tenanted,Live Work,Live Work
418576106,a1G4J000002606oUAA,"EX 17 Ability Plaza, 310 Kingsland Rd, Lon E8",2024-04-10,2025-04-09,1,0,0,Tenanted,Live Work,Live Work
418576107,a1G4J000002600rUAA,"EX 18 Ability Plaza, 310 Kingsland Rd, Lon E8",2024-01-13,2025-01-12,1,0,0,Tenanted,Live Work,Live Work
418576108,a1G4J000002604YUAQ,"EX 19 Ability Plaza, 310 Kingsland Rd, Lon E8",2023-07-31,2024-07-30,1,0,0,Tenanted,Live Work,Live Work
418576109,a1G4J0000025yBLUAY,"EX 20 Ability Plaza, 310 Kingsland Rd, Lon E8",2023-09-28,2024-09-27,1,0,0,Tenanted,Live Work,Live Work
418576110,a1G4J000002607CUAQ,"EX 21 Ability Plaza, 310 Kingsland Rd, Lon E8",2023-07-01,2024-06-30,1,0,0,Tenanted,Live Work,Live Work
418576111,a1G4J0000025zzBUAQ,"Car Park Space 1 Ability Plaza, London, E8",2024-02-07,2025-02-06,1,0,0,Tenanted,Licence,ParkingSpac
418576112,a1G4J000002601LUAQ,"Car Park Space 2 Ability Plaza, London, E8",2024-03-07,2025-03-06,1,0,0,Tenanted,Licence,ParkingSpac
418576113,a1G4J0000025zjRUAQ,"Car Park Space 3 Ability Plaza, London, E8",,,0,0,0,For Let,Vacant,ParkingSpac
418576114,a1G4J000002604wUAA,"Car Park Space 4 Ability Plaza, London, E8",,,0,0,0,For Let,Vacant,ParkingSpac
418576115,a1G4J0000025zh8UAA,"Car Park Space 5 Ability Plaza, London, E8",,,0,0,0,For Let,Vacant,ParkingSpac
418576116,a1G4J000002605zUAA,"Car Park Space 6 Ability Plaza, London, E8",2023-12-15,2024-12-14,1,0,0,Tenanted,Licence,ParkingSpac
418576117,a1G4J0000025zrDUAQ,"Car Park Space 7 Ability Plaza, London, E8",,,0,0,0,For Let,Vacant,ParkingSpac
418576118,a1G4J000002604cUAA,"Car Park Space 8 Ability Plaza, London, E8",,,0,0,0,For Let,Vacant,ParkingSpac
418576119,a1G4J000002604DUAQ,"Car Park Space 9 Ability Plaza, London, E8",2015-04-02,2025-04-01,10,0,0,Tenanted,CommLease,ParkingSpac
418576120,a1G4J0000025ztrUAA,"Car Park Space 10 Ability Plaza, London, E8",2024-03-17,2024-09-16,0,6,0,Tenanted,Licence,ParkingSpac
418576121,a1G4J0000025zwWUAQ,"Car Park Space 11 Ability Plaza, London, E8",,,0,0,0,For Let,Vacant,ParkingSpac
418576122,a1G4J000002605uUAA,"Car Park Space 12 Ability Plaza, London, E8",,,0,0,0,For Let,Vac-C,ParkingSpac
418576123,a1G4J000002606OUAQ,312 Kingsland Road. London E8,2022-06-16,2025-03-11,5,0,0,Tenanted,CommLease,Commercial
418576124,a1G4J0000025zzGUAQ,Ability Plaza Lock Up Store,,,0,0,0,For Let,Vacant,Commercial
418576125,a1G4J0000025yaQUAQ,Ability Plaza Electricity Chamber (TC44229),1995-09-29,2094-09-28,99,0,0,Tenanted,CommLease,Sub Station
418577001,a1G4J0000025zYtUAI,"Unit 1 Ability view, 218 Kingsland Road, Lond",2023-08-16,2025-08-15,2,0,0,Tenanted,Live Work,Live Work
418577002,a1G4J0000025zsCUAQ,"Unit 2 Ability view, 218 Kingsland Road, Lond",2024-03-19,2025-03-18,1,0,0,Tenanted,Live Work,Live Work
418577003,a1G4J0000025zjaUAA,"Unit 3 Ability view, 218 Kingsland Road, Lond",2023-08-03,2024-08-02,1,0,0,Tenanted,Live Work,Live Work
418577004,a1G4J0000025zquUAA,"Unit 4 Ability view, 218 Kingsland Road, Lond",2023-06-30,2024-06-29,1,0,0,Tenanted,Live Work,Live Work
418577005,a1G4J0000025zidUAA,"Unit 5 Ability view, 218 Kingsland Road, Lond",2023-08-02,2024-08-01,1,0,0,Tenanted,Live Work,Live Work
418577006,a1G4J0000025zSvUAI,"Unit 6 Ability view, 218 Kingsland Road, Lond",2023-09-03,2024-09-02,1,0,0,Tenanted,Live Work,Live Work
418577007,a1G4J0000025znGUAQ,"Unit 7 Ability view, 218 Kingsland Road, Lond",2024-03-18,2025-03-17,1,0,0,Tenanted,Live Work,Live Work
418577008,a1G4J0000025znYUAQ,"Unit 8 Ability view, 218 Kingsland Road, Lond",2022-02-07,2025-02-06,3,0,0,Tenanted,Live Work,Live Work
418577009,a1G4J0000025zqRUAQ,"Unit 9 Ability view, 218 Kingsland Road, Lond",2023-10-20,2024-10-19,1,0,0,Tenanted,Live Work,Live Work
418577010,a1G4J0000025zTEUAY,"Unit 10 Ability view, 218 Kingsland Road, Lon",2023-03-09,2026-03-08,3,0,0,Tenanted,Live Work,Live Work
418577011,a1G4J0000025zqaUAA,"Unit 11 Ability view, 218 Kingsland Road, Lon",2023-10-22,2025-10-21,2,0,0,Tenanted,Live Work,Live Work
418577012,a1G4J0000025zr9UAA,"Unit GA1, 222 Kingsland Road, E2 8AX",2020-09-30,2025-09-29,5,0,0,Tenanted,CommLease,Commercial
418577013,a1G4J0000025zj4UAA,"Unit GA2 Ability view, 222 Kingsland Road",2015-04-01,2025-03-31,10,0,0,Tenanted,CommLease,Commercial
418577014,a1G4J0000025zD8UAI,"Unit GA3 Ability view, 222 Kingsland Road, Lo",2023-10-28,2024-10-27,1,0,0,Tenanted,Live Work,Live Work
418577015,a1G4J0000025zpVUAQ,"Unit GA4 Ability view, 222 Kingsland Road, Lo",2025-02-25,2035-02-24,10,0,0,Tenanted,CommLease,Commercial
418577016,a1G4J0000025zpTUAQ,"Unit GA5 Ability view, 222 Kingsland Road",2024-04-23,2029-04-22,5,0,0,Tenanted,CommLease,Commercial
418577017,a1G4J0000025zmLUAQ,"Flat 1 Ability View, 220 Kingsland Road, Lond",2023-10-01,2024-09-30,1,0,0,Tenanted,Live Work,Live Work
418577018,a1G4J0000025ziXUAQ,"Flat 2 Ability view, 220 Kingsland Road, Lond",2024-04-09,2025-04-09,1,0,1,Tenanted,Live Work,Live Work
418577019,a1G4J0000025zriUAA,"Flat 3 Ability view, 220 Kingsland Road, Lond",2022-09-23,2024-09-22,2,0,0,Tenanted,Live Work,Live Work
418577020,a1G4J0000025zOQUAY,"Flat 4 Ability view, 220 Kingsland Road, Lond",2023-08-25,2024-08-24,1,0,0,Tenanted,Live Work,Live Work
418577021,a1G4J0000025zYYUAY,"Flat 5 Ability view, 220 Kingsland Road, Lond",2022-11-01,2024-10-31,2,0,0,Tenanted,Live Work,Live Work
418577022,a1G4J0000025zbtUAA,"Flat 6 Ability view, 220 Kingsland Road, Lond",2023-08-18,2024-08-17,1,0,0,Tenanted,Live Work,Live Work
418577023,a1G4J0000025zmbUAA,"Flat 7 Ability view, 220 Kingsland Road, Lond",2023-07-23,2024-07-22,1,0,0,Tenanted,Live Work,Live Work
418577024,a1G4J0000025zrxUAA,"Flat 8 Ability view, 220 Kingsland Road, Lond",2023-10-13,2025-10-12,2,0,0,Tenanted,Live Work,Live Work
418577025,a1G4J0000025zgjUAA,"Flat 9 Ability view, 220 Kingsland Road, Lond",2022-04-29,2025-04-28,3,0,0,Tenanted,Live Work,Live Work
