"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"32","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","110","The instance field name 'postcode_1' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"33","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","111","The instance field name 'postcode_2' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"34","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","112","The instance field name 'display_address' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"35","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","124","The instance field name 'pets_allowed' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"36","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","125","The instance field name 'sharers_considered' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"37","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","126","The instance field name 'outside_space' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"38","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","127","The instance field name 'furnished_type' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"39","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","132","The instance field name 'media_type' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"40","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","133","The instance field name 'media_url' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"41","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","134","The instance field name 'sort_order' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"42","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","138","The static field name 'mapping_dictionaries' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"43","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","337","Missing ApexDoc comment","Documentation","ApexDoc"
"44","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","385","Missing ApexDoc comment","Documentation","ApexDoc"
"45","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","417","The method 'retrieveValue' has a Standard Cyclomatic Complexity of 13.","Design","StdCyclomaticComplexity"
"46","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","417","The method 'retrieveValue(Map<String, ListingsHelper.MappingWrapper>, String, possibleDisplayTypes)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"47","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","480","The method 'generateMappedFieldsWithValues' has a Standard Cyclomatic Complexity of 15.","Design","StdCyclomaticComplexity"
"48","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","480","The method 'generateMappedFieldsWithValues(ListingsHelper.ListingWrapper)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"49","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","481","The local variable name 'agent_ref_field' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"50","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequest.cls","3","533","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequestTest.cls","3","30","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequestTest.cls","3","30","Missing ApexDoc @description","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequestTest.cls","3","47","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequestTest.cls","3","47","Missing ApexDoc @description","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveListingRequestTest.cls","3","58","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveMockCallouts.cls","3","14","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveMockCallouts.cls","3","15","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveMockCallouts.cls","3","35","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveMockCallouts.cls","3","36","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveMockCallouts.cls","3","64","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RightmoveMockCallouts.cls","3","65","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SampleApexDataProvider.cls","3","9","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SampleDataProviderTest.cls","3","4","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SampleDataProviderTest.cls","3","4","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SampleDataProviderTest.cls","3","35","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SampleDataProviderTest.cls","3","55","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SampleDataProviderTest.cls","3","69","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SampleInvoiceMockImpl.cls","3","1","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SampleInvoiceMockImpl.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SampleInvoiceMockImpl.cls","3","2","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ScheduleMonthlyPriceRecalculationBatch.cls","3","1","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ScheduleMonthlyPriceRecalculationBatch.cls","3","1","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ScheduleMonthlyPriceRecalculationBatch.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ScheduleMonthlyPriceRecalculationBatch.cls","3","2","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SearchApexClasses.cls","3","15","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SearchApexClasses.cls","3","17","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SearchApexClasses.cls","3","20","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SearchApexClasses.cls","3","28","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SearchApexClassesTest.cls","3","3","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SearchApexClassesTest.cls","3","8","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteLoginController.cls","3","4","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteLoginController.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteLoginController.cls","3","5","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteLoginController.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteLoginController.cls","3","8","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteLoginController.cls","3","13","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteLoginController.cls","3","13","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteLoginControllerTest.cls","3","4","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteLoginControllerTest.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteLoginControllerTest.cls","3","5","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteLoginControllerTest.cls","3","5","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterController.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterController.cls","3","7","The static field name 'PORTAL_ACCOUNT_ID' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterController.cls","3","7","Avoid hardcoding IDs","Error Prone","AvoidHardcodingId"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterController.cls","3","9","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterController.cls","3","9","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterController.cls","3","12","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterController.cls","3","13","Missing ApexDoc comment","Documentation","ApexDoc"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterController.cls","3","14","Missing ApexDoc comment","Documentation","ApexDoc"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterController.cls","3","15","Missing ApexDoc comment","Documentation","ApexDoc"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterController.cls","3","16","Missing ApexDoc comment","Documentation","ApexDoc"
"11","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterController.cls","3","22","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterControllerTest.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterControllerTest.cls","3","5","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\SiteRegisterControllerTest.cls","3","5","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","8","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","8","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","8","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","8","The class 'TaskUtils' has a Standard Cyclomatic Complexity of 6 (Highest = 15).","Design","StdCyclomaticComplexity"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","8","The class 'TaskUtils' has a total cyclomatic complexity of 41 (highest 16).","Design","CyclomaticComplexity"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","11","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","15","Missing ApexDoc comment","Documentation","ApexDoc"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","20","Avoid using if statements without curly braces","Code Style","IfStmtsMustUseBraces"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","20","Avoid using if...else statements without curly braces","Code Style","IfElseStmtsMustUseBraces"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","26","Avoid using if statements without curly braces","Code Style","IfStmtsMustUseBraces"
"11","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","26","Avoid using if...else statements without curly braces","Code Style","IfElseStmtsMustUseBraces"
"12","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","32","Missing ApexDoc comment","Documentation","ApexDoc"
"13","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","35","Apex classes should escape variables merged in DML query","Security","ApexSOQLInjection"
"14","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","44","Missing ApexDoc comment","Documentation","ApexDoc"
"15","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","44","The method 'searchInObject' has a Standard Cyclomatic Complexity of 15.","Design","StdCyclomaticComplexity"
"16","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","44","The method 'searchInObject(String, String, String)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"17","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","57","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"18","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","65","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"19","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","66","Deeply nested if..else statements are hard to read","Design","AvoidDeeplyNestedIfStmts"
"20","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","69","Deeply nested if..else statements are hard to read","Design","AvoidDeeplyNestedIfStmts"
"21","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","79","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"22","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","88","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"23","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","91","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"24","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","96","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"25","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","105","Avoid long parameter lists","Design","ExcessiveParameterList"
"26","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","105","Missing ApexDoc comment","Documentation","ApexDoc"
"27","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","130","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"28","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","131","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"29","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","136","Missing ApexDoc comment","Documentation","ApexDoc"
"30","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","145","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"31","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","146","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"32","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","152","Avoid long parameter lists","Design","ExcessiveParameterList"
"33","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","152","Missing ApexDoc comment","Documentation","ApexDoc"
"34","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","176","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"35","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","177","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"36","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","181","Missing ApexDoc comment","Documentation","ApexDoc"
"37","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","183","Missing ApexDoc comment","Documentation","ApexDoc"
"38","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","185","Missing ApexDoc comment","Documentation","ApexDoc"
"39","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","187","Missing ApexDoc comment","Documentation","ApexDoc"
"40","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","189","Missing ApexDoc comment","Documentation","ApexDoc"
"41","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","195","Missing ApexDoc comment","Documentation","ApexDoc"
"42","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","196","Missing ApexDoc comment","Documentation","ApexDoc"
"43","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","203","Missing ApexDoc comment","Documentation","ApexDoc"
"44","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","206","Missing ApexDoc comment","Documentation","ApexDoc"
"45","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","209","Missing ApexDoc comment","Documentation","ApexDoc"
"46","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","212","Missing ApexDoc comment","Documentation","ApexDoc"
"47","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","213","Missing ApexDoc comment","Documentation","ApexDoc"
"48","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","218","Missing ApexDoc comment","Documentation","ApexDoc"
"49","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtils.cls","3","220","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtilsTest.cls","3","17","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtilsTest.cls","3","23","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtilsTest.cls","3","29","Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call","Best Practices","ApexUnitTestClassShouldHaveAsserts"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtilsTest.cls","3","29","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtilsTest.cls","3","38","Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call","Best Practices","ApexUnitTestClassShouldHaveAsserts"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtilsTest.cls","3","38","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtilsTest.cls","3","47","Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call","Best Practices","ApexUnitTestClassShouldHaveAsserts"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtilsTest.cls","3","47","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtilsTest.cls","3","56","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
