Unit Reference,Salesforce Unit id,Unit  description,Event,Action Date,Event Date,Status,Attention Of,Unit Tenure,Unit Type,Unit Status,Include/Exclude,Multiple Rent Review Diaries,Comment
127695004,a1G8d0000004j6ZEAQ,"4 Colborne Hse, 6 Masterson Cl, Hants, GU11",Rent Review,2027-05-30,2027-08-30,Active,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127708001,a1G8d00000059ooEAA,"8 Evelyn Close, Waterlooville, PO7 3DX",Rent Review,2027-06-02,2027-09-02,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127773001,a1GNz0000000uTdMAI,"1 Duncan Hse 9 Graham Cls, Wellesley GU11 4EE",Rent Review,2027-06-07,2027-09-07,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127702001,a1G8d00000059oZEAQ,"18 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2027-06-11,2027-09-11,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127324001,a1G4J0000025xJzUAI,"15 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2027-06-12,2027-09-12,Active,MM2,Aff Rent,End Terrace,Tenanted,Include,No,
127727001,a1G8d0000005i3WEAQ,"7 Graham Close, Wellesley, Hants, GU11 4DJ",Rent Review,2027-06-12,2027-09-12,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127728001,a1G8d0000005i2EEAQ,"8 Graham Close, Wellesley, Hants, GU11 4DJ",Rent Review,2027-06-12,2027-09-12,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127839001,a1GNz000001yebWMAQ,"4 Macadam Way, GU11 4FT",Rent Review,2027-06-16,2027-09-16,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127840001,a1GNz000001yggXMAQ,"2 Macadam Way, GU11 4FT",Rent Review,2027-06-17,2027-09-17,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127576001,a1G4J0000025xDJUAY,"22 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2027-06-18,2027-09-18,Active,MM2,Aff Rent,End Terrace,Tenanted,Include,No,
127838001,a1GNz000001ygWrMAI,"6 Macadam Way, GU11 4FT",Rent Review,2027-06-19,2027-09-19,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127705001,a1G8d00000059oFEAQ,"8 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2027-06-21,2027-09-21,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127854001,a1GNz000002WQKnMAO,"101 Newlands Avenue, Waterlooville, PO7 3EA.",Rent Review,2027-06-23,2027-09-23,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127703001,a1G8d00000059oUEAQ,"12 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2027-06-29,2027-09-29,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
122168002,a1G4J0000025wiPUAQ,"2 Little Plant House, Woods Sq, Waterlooville",Rent Review,2027-07-01,2027-10-01,Active,MM2,Gr Lets,Flat PB,Tenanted,Include,No,
127704001,a1G8d00000059ojEAA,"10 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2027-07-01,2027-10-01,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127587003,a1G4J0000025xa6UAA,"3 Cove Hse, Birkbeck Cl, Waterlooville, PO7",Rent Review,2027-07-06,2027-10-06,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127871001,a1GNz000004TLbSMAW,"35 Mandora Road, GU11 4FQ",Rent Review,2027-07-25,2027-10-25,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127872001,a1GNz000004TMZ7MAO,"37 Mandora Road, GU11 4FQ",Rent Review,2027-07-25,2027-10-25,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127873001,a1GNz000004TMUHMA4,"39 Mandora Road, GU11 4FQ",Rent Review,2027-07-25,2027-10-25,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127729001,a1G8d0000005i2xEAA,"40 Plant Farm Crescent, Waterlooville PO7 3DB",Rent Review,2027-07-26,2027-10-26,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127730001,a1G8d0000005i2iEAA,"38 Plant Farm Crescent, Waterlooville PO7 3DB",Rent Review,2027-07-26,2027-10-26,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127867001,a1GNz000004TFlWMAW,"4 Hadfield Place, GU11 4FX",Rent Review,2027-07-30,2027-10-30,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127868001,a1GNz000004TMVtMAO,"3 Hadfield Place, GU11 4FX",Rent Review,2027-07-30,2027-10-30,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127343001,a1G4J0000025wK0UAI,"7 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2027-08-03,2027-11-03,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127167001,a1G4J0000025xFSUAY,"24 Nevinson Way, Waterlooville, Hampshire",Rent Review,2027-08-04,2027-11-04,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127107006,a1G4J0000025xBbUAI,"6 Sassoon Place, Waterlooville, Hampshire, PO",Rent Review,2027-08-06,2027-11-06,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127608004,a1G4J0000025xdkUAA,"Flat 3 Chappell House, 1 McGrigor Mews, Alder",Rent Review,2027-08-08,2027-11-08,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127229017,a1G4J0000025wpJUAQ,"Flat17 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2027-08-14,2027-11-14,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127587005,a1G4J0000025xaGUAQ,"5 Cove Hse, Birkbeck Cl, Waterlooville, PO7",Rent Review,2027-08-14,2027-11-14,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127750001,a1G8d0000007fyVEAQ,"33 Purkis Road, Waterlooville, PO7 3DW",Rent Review,2027-08-16,2027-11-16,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127089001,a1G4J0000025wbqUAA,"2 Hatt Street Wellesley, Aldershot GU11 4AQ",Rent Review,2027-08-20,2027-08-20,Active,SO3,Aff Rent,Det House,Tenanted,Include,No,
127456001,a1G4J0000025x89UAA,"15 Rowe Rise, Waterlooville, PO7 3DF",Rent Review,2027-08-20,2027-11-20,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127464008,a1G4J0000025xM7UAI,"72 Newlands Avenue, Waterlooville, PO7 3BX",Rent Review,2027-08-25,2027-11-25,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127747001,a1G8d0000007fykEAA,"39 Purkis Road, Waterlooville, PO7 3DW",Rent Review,2027-08-25,2027-11-25,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127748001,a1G8d0000007fyuEAA,"37 Purkis Road, Waterlooville, PO7 3DW",Rent Review,2027-08-25,2027-11-25,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127749001,a1G8d0000007fyaEAA,"35 Purkis Road, Waterlooville, PO7 3DW",Rent Review,2027-08-25,2027-11-25,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127751001,a1G8d0000007fyQEAQ,"31 Purkis Road, Waterlooville, PO7 3DW",Rent Review,2027-08-25,2027-11-25,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127791001,a1GNz000000SP9yMAG,"10 Crowder Way, Waterlooville, PO7 3EL",Rent Review,2027-08-27,2027-11-27,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127869001,a1GNz000004TMR3MAO,"2 Hadfield Place, GU11 4FX",Rent Review,2027-08-28,2027-11-28,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127875001,a1GNz000005JzOHMA0,"15 Stanhope Mews, GU11 4FG",Rent Review,2027-08-29,2027-11-29,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127792001,a1GNz0000002jDyMAI,"8 Crowder Way, Waterlooville, PO7 3EL",Rent Review,2027-09-01,2027-12-01,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127800006,a1GNz0000002jdlMAA,"14 Heath Court , 1 Ford Place, GU11 4FL",Rent Review,2027-09-02,2027-12-02,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127870001,a1GNz000004TGDcMAO,"1 Hadfield Place, GU11 4FX",Rent Review,2027-09-02,2027-12-02,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
122168003,a1G4J0000025wqwUAA,"3 Little Plant House, Woods Sq, Waterlooville",Rent Review,2027-09-06,2027-12-06,Active,MM2,Gr Lets,Flat PB,Tenanted,Include,No,
127876001,a1GNz000005JzPtMAK,"13 Stanhope Mews, GU11 4FG",Rent Review,2027-09-09,2027-12-09,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127456003,a1G4J0000025xSdUAI,"19 Rowe Rise, Waterlooville, PO7 3DF",Rent Review,2027-09-11,2027-12-11,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127864005,a1GNz000003NbA1MAK,"5 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2027-09-12,2027-12-12,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127864006,a1GNz000003NbBdMAK,"6 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2027-09-12,2027-12-12,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127864001,a1GNz000003NUYMMA4,"1 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2027-09-13,2027-12-13,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127864003,a1GNz000003Nb8PMAS,"3 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2027-09-13,2027-12-13,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127864004,a1GNz000003NQszMAG,"4 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2027-09-13,2027-12-13,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127805001,a1GNz000000hvFxMAI,"23 Murphy Ave, Aldershot, Hampshire  GU11 4FR",Rent Review,2027-09-15,2027-12-15,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127806001,a1GNz000000i5IXMAY,"22 Murphy Ave, Aldershot, Hampshire  GU11 4FR",Rent Review,2027-09-15,2027-12-15,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127807001,a1GNz000000i5GvMAI,"21 Murphy Ave, Aldershot, Hampshire  GU11 4FR",Rent Review,2027-09-15,2027-09-15,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127812001,a1GNz000000i5K9MAI,"26 Murphy Ave, Aldershot, Hampshire, GU11 4FR",Rent Review,2027-09-15,2027-12-15,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127813001,a1GNz000000hvUTMAY,"25 Murphy Ave, Aldershot, Hampshire, GU11 4FR",Rent Review,2027-09-15,2027-12-15,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127864009,a1GNz000003NbGTMA0,"9 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2027-09-16,2027-12-16,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127877001,a1GNz000005JzePMAS,"11 Stanhope Mews, GU11 4FG",Rent Review,2027-09-16,2027-12-16,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127798001,a1GNz0000002jc9MAA,"21 Crowder Way, Waterlooville, PO7 3EL",Rent Review,2027-09-18,2027-12-18,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127810001,a1GNz000000hvKnMAI,"3 Mandora Rd, Aldershot, Hampshire, GU11 4FQ",Rent Review,2027-09-18,2027-12-18,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127811001,a1GNz000000hvELMAY,"5 Mandora Rd, Aldershot, Hampshire, GU11 4FQ",Rent Review,2027-09-18,2027-12-18,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127815001,a1GNz000000hvHZMAY,"6 Ford Place, Aldershot, Hampshire, GU11 4FL",Rent Review,2027-09-18,2027-12-18,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127864007,a1GNz000003NbDFMA0,"7 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2027-09-18,2027-12-18,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127884001,a1GNz000006ChgrMAC,"25 Dalton Road, GU11 4FW",Rent Review,2027-09-18,2027-12-18,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127885001,a1GNz000006ChfFMAS,"23 Dalton Road, GU11 4FW",Rent Review,2027-09-18,2027-12-18,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127784004,a1GNz000000gyRBMAY,"4 Warrilow Hse, 12 St Sebastians Way GU11 4FP",Rent Review,2027-09-19,2027-12-19,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127784005,a1GNz000000gy1OMAQ,"5 Warrilow Hse, 12 St Sebastians Way GU11 4FP",Rent Review,2027-09-19,2027-12-19,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127784006,a1GNz000000gyPZMAY,"6 Warrilow Hse, 12 St Sebastians Way GU11 4FP",Rent Review,2027-09-19,2027-12-19,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127784007,a1GNz000000gsiMMAQ,"7 Warrilow Hse, 12 St Sebastians Way GU11 4FP",Rent Review,2027-09-19,2027-12-19,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127800002,a1GNz0000002jNeMAI,"10 Heath Court , 1 Ford Place, GU11 4FL",Rent Review,2027-09-19,2027-12-19,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127800004,a1GNz0000002jXJMAY,"12 Heath Court , 1 Ford Place, GU11 4FL",Rent Review,2027-09-19,2027-12-19,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127800007,a1GNz0000002jgzMAA,"15 Heath Court , 1 Ford Place, GU11 4FL",Rent Review,2027-09-19,2027-12-19,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127883001,a1GNz000006ChddMAC,"27 Dalton Road, GU11 4FW",Rent Review,2027-09-19,2027-12-19,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127784001,a1GNz000000gyEHMAY,"1 Warrilow Hse, 12 St Sebastians Way GU11 4FP",Rent Review,2027-09-20,2027-12-20,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127795001,a1GNz000000i5C5MAI,"15 Crowder Way, Waterlooville, PO7 3EL",Rent Review,2027-09-20,2027-12-20,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127784008,a1GNz000000gyFtMAI,"8 Warrilow Hse, 12 St Sebastians Way GU11 4FP",Rent Review,2027-09-21,2027-12-21,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127784003,a1GNz000000gyCfMAI,"3 Warrilow Hse, 12 St Sebastians Way GU11 4FP",Rent Review,2027-09-22,2027-12-22,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127814001,a1GNz000000hvJBMAY,"24 Murphy Ave, Aldershot, Hampshire, GU11 4FR",Rent Review,2027-09-22,2027-12-22,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127800001,a1GNz0000002jPFMAY,"9 Heath Court , 1 Ford Place, GU11 4FL",Rent Review,2027-10-02,2028-01-02,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127800003,a1GNz0000002jU5MAI,"11 Heath Court , 1 Ford Place, GU11 4FL",Rent Review,2027-10-02,2028-01-02,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127229013,a1G4J0000025xL7UAI,"Flat13 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2027-10-03,2028-01-03,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127816001,a1GNz000000hvW5MAI,"5 Ford Place, Aldershot, Hampshire, GU11 4FL",Rent Review,2027-10-04,2028-01-04,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127797001,a1GNz000000hyVZMAY,"19 Crowder Way, Waterlooville, PO7 3EL",Rent Review,2027-10-05,2028-01-05,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127800005,a1GNz0000002jYvMAI,"13 Heath Court , 1 Ford Place, GU11 4FL",Rent Review,2027-10-05,2028-01-05,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127495001,a1G4J0000025xM3UAI,"8  Moore Drive, Wellesley, Hampshire GU11 4AZ",Rent Review,2027-10-06,2028-01-06,Active,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127864008,a1GNz000003NbErMAK,"8 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2027-10-06,2028-01-06,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127886001,a1GNz000006Chc1MAC,"21 Dalton Road, GU11 4FW",Rent Review,2027-10-06,2028-01-06,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127098001,a1G4J0000025wzDUAQ,"2 Stuart Lane Wellesley, Aldershot GU11 4AD",Rent Review,2027-10-07,2027-10-07,Active,SO3,Aff Rent,Det House,Tenanted,Include,No,
127784002,a1GNz000000viKTMAY,"2 Warrilow Hse, 12 St Sebastians Way GU11 4FP",Rent Review,2027-10-11,2028-01-11,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127809001,a1GNz000000i5LlMAI,"1 Mandora Rd, Aldershot, Hampshire, GU11 4FQ",Rent Review,2027-10-12,2028-01-12,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127476001,a1G4J0000025xWTUAY,"1 Paget Close, Wellesley, Aldershot, Hampshir",Rent Review,2027-10-13,2028-01-13,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127590001,a1G4J0000025xUOUAY,"14 Dempsey Road, Wellesley, Aldershot GU11 4D",Rent Review,2027-10-13,2028-01-13,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127131013,a1G4J0000025xDqUAI,"13 Josephson House, Acland Street, Wellesley",Rent Review,2027-10-15,2028-01-15,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127443001,a1G4J0000025xTfUAI,"13 Barrosa Road, Wellesley, Aldershot, Hants,",Rent Review,2027-10-15,2028-01-15,Active,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127610001,a1G4J0000025xShUAI,"2 Guthrie Way, Wellesley, Aldershot GU11 4EL",Rent Review,2027-10-24,2028-01-24,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127107002,a1G4J0000025x4nUAA,"2,Sassoon Place, Waterlooville, Hampshire, PO",Rent Review,2027-10-26,2028-01-26,Active,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127498001,a1G4J0000025xakUAA,"2 Moore Drive, Wellesley, Hampshire GU11 4AZ",Rent Review,2027-10-28,2028-01-28,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127864002,a1GNz000003NRPCMA4,"2 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2027-10-28,2028-01-28,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127258001,a1G4J0000025xLuUAI,"18 Corunna Ave, Wellesley, Aldershot GU11 4BG",Rent Review,2027-10-30,2028-01-30,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127349001,a1G4J0000025xCfUAI,"584 Marrelsmoor Avenue, Waterlooville, PO7 5G",Rent Review,2027-10-30,2028-01-30,Active,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127107009,a1G4J0000025xDCUAY,"9 Sassoon Place, Waterlooville, Hampshire, PO",Rent Review,2027-11-01,2028-02-01,Active,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127116001,a1G4J0000025x9CUAQ,"8 Hatt Street Wellesley, Aldershot GU11 4AQ",Rent Review,2027-11-01,2028-02-01,Active,SO3,Aff Rent,S/D House,Tenanted,Include,No,
127888001,a1GNz000007ka9nMAA,"11 Kent Road, Waterlooville, PO7 3EP",Rent Review,2027-11-04,2028-02-04,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127889001,a1GNz000007kdFFMAY,"15 Kent Road, Waterlooville, PO7 3EP",Rent Review,2027-11-04,2028-02-04,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127283010,a1G4J0000025xN2UAI,"10 Alexander House, 12 Fraser Road, Wellesley",Rent Review,2027-11-09,2028-02-09,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127107003,a1G4J0000025xAJUAY,"3 Sassoon Place, Waterlooville, Hampshire, PO",Rent Review,2027-11-10,2028-02-10,Active,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127099001,a1G4J0000025xCKUAY,"1, Brooke Court, Newlands Ave, Waterlooville",Rent Review,2027-11-13,2028-02-13,Active,SO3,Gr Lets,Flat PB,Tenanted,Include,No,
127283005,a1G4J0000025xNCUAY,"5 Alexander House, 12 Fraser Road, Wellesley,",Rent Review,2027-11-13,2028-02-13,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127099002,a1G4J0000025x5dUAA,"2, Brooke Court, Newlands Ave, Waterlooville",Rent Review,2027-11-14,2028-02-14,Pending,MM2,Gr Lets,Flat PB,Tenanted,Include,No,
127662006,a1G8d0000004VD6EAM,"6 Collings House, Barfoot Close,  PO7 3DT",Rent Review,2027-11-14,2028-02-14,Active,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
122170001,a1G4J0000025wkEUAQ,"17, Grainger Street, Waterlooville",Rent Review,2027-11-15,2028-02-15,Active,GW2,Gr Lets,Mid Terrace,Tenanted,Include,No,
127118001,a1G4J0000025wqVUAQ,"4 Hatt Street Wellesley, Aldershot GU11 4AQ",Rent Review,2027-11-17,2028-02-17,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127552001,a1G4J0000025xI4UAI,"6 Painters Crescent, Waterlooville PO7 3BZ",Rent Review,2027-11-17,2028-02-17,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127312001,a1G4J0000025xJaUAI,"62 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2027-11-18,2028-02-18,Pending,SO3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127283012,a1G4J0000025xIcUAI,"12 Alexander House, 12 Fraser Road, Wellesley",Rent Review,2027-11-20,2028-02-20,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127757001,a1G8d00000240UmEAI,"19 Purkis Road, Waterlooville, PO7 3DW",Rent Review,2027-11-22,2028-02-22,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127890001,a1GNz000007kdDdMAI,"17 Kent Road, Waterlooville, PO7 3EP",Rent Review,2027-11-24,2028-02-24,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127229006,a1G4J0000025xJuUAI,"Flat 6 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2027-11-26,2028-02-26,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127313001,a1G4J0000025xNSUAY,"64 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2027-11-28,2028-02-28,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127283009,a1G4J0000025wULUAY,"9 Alexander House, 12 Fraser Road, Wellesley,",Rent Review,2027-12-04,2028-03-04,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127311001,a1G4J0000025xGRUAY,"60 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2027-12-04,2028-03-04,Pending,SO3,Aff Rent,End Terrace,Tenanted,Include,No,
127891001,a1GNz000007kaksMAA,"19 Kent Road, Waterlooville, PO7 3EP",Rent Review,2027-12-04,2028-03-04,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127892001,a1GNz000007kdITMAY,"21 Kent Road, Waterlooville, PO7 3EP",Rent Review,2027-12-04,2028-03-04,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127893001,a1GNz000007kdK5MAI,"23 Kent Road, Waterlooville, PO7 3EP",Rent Review,2027-12-04,2028-03-04,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127894001,a1GNz000007kdGrMAI,"25 Kent Road, Waterlooville, PO7 3EP",Rent Review,2027-12-04,2028-03-04,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127283008,a1G4J0000025xJlUAI,"8 Alexander House, 12 Fraser Road, Wellesley,",Rent Review,2027-12-08,2028-03-08,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127477001,a1G4J0000025xLmUAI,"2 Paget Close, Wellesley, Aldershot, Hampshir",Rent Review,2027-12-10,2028-03-10,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127229005,a1G4J0000025wu3UAA,"Flat 5 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2027-12-14,2028-03-14,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
110038001,a1G4J0000025v3kUAA,"2, Newton House, Peasgood Lane, Waterlooville",Rent Review,2027-12-17,2028-03-17,Active,MM2,Gr Lets,Flat PB,Tenanted,Include,No,
127796001,a1GNz0000002jKPMAY,"17 Crowder Way, Waterlooville, PO7 3EL",Rent Review,2027-12-17,2028-03-17,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127181001,a1G4J0000025xGHUAY,"16 Jerome Street Wellesley, Aldershot GU11 4A",Rent Review,2027-12-25,2028-03-25,Active,MM2,Aff Rent,S/D House,Tenanted,Include,No,
110038004,a1G4J0000025v24UAA,"4, Newton House, Peasgood Lane, Waterlooville",Rent Review,2027-12-26,2028-03-26,Active,MM2,Gr Lets,Flat PB,Tenanted,Include,No,
127758001,a1G8d00000240W4EAI,"17 Purkis Road, Waterlooville, PO7 3DW",Rent Review,2027-12-28,2028-03-28,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127107010,a1G4J0000025xDMUAY,"10, Sassoon Place, Waterlooville, Hampshire",Rent Review,2028-01-06,2028-04-06,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127250001,a1G4J0000025xLpUAI,"25 Beatty Gardens, Waterlooville, Hampshire",Rent Review,2028-01-07,2028-04-07,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127257004,a1G4J0000025xLbUAI,"5 Newcome Hse, Wellesley, Aldershot, GU11 4BG",Rent Review,2028-01-08,2028-04-08,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127213001,a1G4J0000025wu2UAA,"12 Nash Close, Waterlooville, Hampshire, PO7",Rent Review,2028-01-11,2028-04-11,Pending,MM2,Aff Rent,End Terrace,Tenanted,Include,No,
127586008,a1G4J0000025x2XUAQ,"2 Inglis Hse, Charteris Cl, Hants, GU11 4DY",Rent Review,2028-01-11,2028-04-11,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127483008,a1G4J0000025xGEUAY,"8 Poppy Apartments, E16 2YH",Rent Review,2028-01-14,2028-04-14,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127560001,a1G4J0000025x5WUAQ,"6 Fire Station Road, Wellesley, Aldershot GU1",Rent Review,2028-01-14,2028-04-14,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127351001,a1G4J0000025xCgUAI,"580 Marrelsmoor Avenue, Waterlooville, PO7 5G",Rent Review,2028-01-19,2028-04-19,Pending,SO3,Aff Rent,S/D House,Tenanted,Include,No,
